	QMCDP007A3_pWPIonly_S1	QMCDP008AB_pWPIonly_S2	QMCDP009AJ_pWPIonly_S3	QMCDP010AM_pWPIHXB_S1	QMCDP011AU_pWPIHXB_S2	QMCDP012A4_pWPIHXB_S3
ENSG00000158234	207	154	154	173	144	124
ENSG00000174715	0	0	0	1	0	2
ENSG00000051382	1389	1436	1012	685	795	806
ENSG00000241429	5	3	3	2	3	2
ENSG00000244578	0	0	0	0	0	1
ENSG00000206262	5	0	0	4	1	1
ENSG00000206260	0	0	0	1	0	0
ENSG00000175110	1404	1367	1423	983	1013	1003
ENSG00000272656	6	6	3	3	7	10
ENSG00000184432	6170	5929	4500	5332	5005	4819
ENSG00000252245	2	3	0	1	0	0
ENSG00000248932	25	34	20	29	50	34
ENSG00000114113	0	2	0	0	1	1
ENSG00000178631	7	6	3	5	13	17
ENSG00000114115	1	0	0	1	0	0
ENSG00000163864	2	2	1	0	3	0
ENSG00000214280	2	3	2	0	0	2
ENSG00000158258	0	1	0	0	1	0
ENSG00000250433	1	2	3	3	2	4
ENSG00000224085	0	1	0	0	0	0
ENSG00000114120	3698	3623	3171	2113	2778	3056
ENSG00000248773	2	4	4	0	2	1
ENSG00000175093	422	646	512	406	647	586
ENSG00000251270	1	0	0	0	0	0
ENSG00000155893	2061	2586	2267	1062	1513	1496
ENSG00000241400	0	1	2	1	1	0
ENSG00000249417	5	11	0	3	3	5
ENSG00000249540	1	4	0	0	2	2
ENSG00000177311	28	31	15	13	24	23
ENSG00000155903	1829	2062	1631	1232	2047	2596
ENSG00000249986	0	1	0	0	1	0
ENSG00000241899	0	1	0	0	0	0
ENSG00000114125	1189	1236	1319	857	919	942
ENSG00000114124	1	2	0	1	0	1
ENSG00000228398	1	0	0	0	0	0
ENSG00000069849	3796	3497	3334	2563	2710	2355
ENSG00000244124	15	9	9	7	12	10
ENSG00000114126	9064	8685	6378	6334	6835	6957
ENSG00000233597	5	1	3	1	3	3
ENSG00000272565	651	563	498	400	477	603
ENSG00000175066	1217	894	586	803	832	888
ENSG00000114127	2315	2362	1383	1679	2565	3199
ENSG00000202125	0	0	0	2	0	0
ENSG00000255637	0	1	0	0	0	0
ENSG00000175054	2987	2404	1525	1978	1993	1982
ENSG00000244327	3	2	2	0	1	2
ENSG00000242390	1	0	0	0	0	0
ENSG00000120756	1657	1529	1290	1120	1306	1328
ENSG00000199319	0	0	0	1	0	0
ENSG00000144935	21	17	9	2	4	7
ENSG00000163710	172	208	160	88	112	72
ENSG00000240950	1	4	7	3	5	3
ENSG00000188582	8	10	13	5	13	7
ENSG00000241592	0	0	0	1	0	0
ENSG00000241570	5	3	1	4	2	3
ENSG00000163714	10027	9906	7180	5942	6948	7080
ENSG00000268129	2	3	2	3	3	3
ENSG00000175040	1825	2305	2425	1580	2183	2260
ENSG00000241679	2	7	11	5	8	8
ENSG00000244171	18	17	17	10	17	14
ENSG00000181804	128	241	158	195	322	317
ENSG00000244493	0	1	0	0	0	0
ENSG00000243759	2	1	3	2	3	3
ENSG00000248374	0	0	0	0	1	0
ENSG00000181744	651	654	616	511	748	746
ENSG00000239797	1	1	2	1	1	0
ENSG00000152952	20	1	0	0	0	0
ENSG00000163746	0	0	2	0	0	0
ENSG00000188313	763	680	561	749	768	674
ENSG00000243620	0	0	0	0	0	1
ENSG00000152977	0	0	0	0	1	0
ENSG00000240804	0	1	1	0	0	0
ENSG00000205412	0	0	1	1	0	1
ENSG00000153002	0	0	0	1	0	1
ENSG00000163751	0	4	4	0	0	0
ENSG00000241627	5	4	4	5	5	4
ENSG00000163754	1026	956	700	821	735	447
ENSG00000071794	7486	7447	6447	3998	5657	5806
ENSG00000163755	1564	1471	1126	1155	1237	1353
ENSG00000047457	3	2	1	4	1	3
ENSG00000240216	1	0	0	0	1	0
ENSG00000243885	0	0	0	0	2	2
ENSG00000241929	0	2	3	1	1	0
ENSG00000018408	6	10	10	3	8	6
ENSG00000114744	1171	1008	1069	904	878	925
ENSG00000206199	0	2	0	2	2	0
ENSG00000082996	914	850	824	691	873	835
ENSG00000252172	0	3	0	1	1	0
ENSG00000239351	2	3	0	0	1	1
ENSG00000070087	2340	2606	2288	1596	1872	1591
ENSG00000268175	26	38	39	8	10	15
ENSG00000242791	3	0	2	1	1	0
ENSG00000224831	32	42	35	27	29	12
ENSG00000182000	0	0	0	0	0	1
ENSG00000243944	0	0	0	0	1	1
ENSG00000240477	0	1	0	0	0	2
ENSG00000243321	0	0	0	0	1	0
ENSG00000241143	1	0	0	0	0	0
ENSG00000241048	0	1	0	0	0	0
ENSG00000244541	0	0	0	0	0	1
ENSG00000196428	742	594	418	565	623	716
ENSG00000120742	6225	6812	6934	4623	6431	6004
ENSG00000144895	3844	4242	4204	2571	2922	2536
ENSG00000198843	2458	2104	2225	2049	1852	1809
ENSG00000271711	0	1	0	1	1	2
ENSG00000163645	2	4	2	4	2	4
ENSG00000240137	21	31	28	21	47	36
ENSG00000244668	1	1	0	3	4	2
ENSG00000181788	2323	2799	2832	1316	1603	1561
ENSG00000244265	3	1	1	1	4	5
ENSG00000239265	3	9	5	9	4	10
ENSG00000144893	2311	2347	851	2210	2772	2972
ENSG00000174946	0	1	1	0	1	1
ENSG00000174944	5	1	3	4	8	2
ENSG00000266798	0	1	0	0	0	0
ENSG00000239570	0	0	1	1	0	1
ENSG00000138271	0	0	2	0	0	1
ENSG00000181631	0	1	0	0	2	1
ENSG00000169313	3	7	4	2	5	4
ENSG00000152580	7	10	2	2	2	7
ENSG00000241151	2	0	2	0	0	0
ENSG00000198829	4	14	12	0	4	8
ENSG00000239941	0	5	2	0	1	0
ENSG00000152601	10959	10522	8237	7797	9859	10209
ENSG00000229619	29	12	9	26	11	36
ENSG00000221962	0	0	0	1	0	0
ENSG00000201217	6	9	1	3	10	9
ENSG00000169860	69	45	18	55	45	28
ENSG00000241732	23	14	12	21	15	11
ENSG00000241810	3	2	1	0	2	0
ENSG00000244268	2	0	0	2	1	1
ENSG00000181467	1293	1201	1106	1199	1589	1835
ENSG00000241912	0	0	3	0	0	0
ENSG00000238755	1	1	1	1	0	0
ENSG00000237787	3	0	0	0	0	0
ENSG00000240068	0	1	0	0	0	0
ENSG00000243069	12	9	6	3	5	8
ENSG00000114790	582	405	279	452	442	451
ENSG00000174953	3863	3759	3043	2904	3449	3786
ENSG00000240048	2	0	1	0	2	1
ENSG00000243953	0	1	0	0	0	0
ENSG00000196549	63	174	104	46	109	58
ENSG00000242790	0	0	1	0	0	0
ENSG00000239443	0	1	1	0	0	0
ENSG00000114805	141	248	231	203	237	237
ENSG00000239212	0	1	0	0	0	0
ENSG00000214919	2	1	0	0	0	1
ENSG00000241307	1	2	0	0	1	0
ENSG00000174928	182	146	189	136	146	138
ENSG00000169359	1173	1054	1040	928	1083	1065
ENSG00000163655	7236	6828	4999	4298	4677	4225
ENSG00000240489	34	39	28	26	23	22
ENSG00000169282	24	16	22	5	10	21
ENSG00000242017	0	1	0	0	0	0
ENSG00000272990	6	4	10	2	8	7
ENSG00000114850	4173	3405	3869	2692	2846	3030
ENSG00000243926	26	25	39	17	15	17
ENSG00000163659	630	613	377	612	697	649
ENSG00000174912	40	31	18	20	19	10
ENSG00000240875	0	0	0	0	1	0
ENSG00000230457	5	7	3	2	2	2
ENSG00000197980	0	0	2	0	0	0
ENSG00000243629	0	1	2	0	1	1
ENSG00000241135	0	0	0	0	0	1
ENSG00000163660	2395	2206	2006	1802	2116	2418
ENSG00000244515	4	6	10	8	3	5
ENSG00000241770	3	4	5	2	3	6
ENSG00000243176	14	9	9	21	13	27
ENSG00000197415	0	1	1	1	3	6
ENSG00000163661	2	0	3	0	9	7
ENSG00000174899	1	0	0	0	0	0
ENSG00000168779	23	13	9	22	27	21
ENSG00000174891	1708	1771	1654	1319	1576	1652
ENSG00000241723	0	0	1	0	0	1
ENSG00000243150	0	0	0	0	1	0
ENSG00000178053	5	2	0	0	0	0
ENSG00000168827	1937	1583	1273	1400	1273	1166
ENSG00000079257	3	3	8	0	1	2
ENSG00000272087	18	10	10	5	22	18
ENSG00000272440	3	3	1	2	0	2
ENSG00000118849	1	0	0	0	2	1
ENSG00000118855	723	528	421	679	532	519
ENSG00000240207	1	8	6	0	6	6
ENSG00000271778	0	3	0	0	0	3
ENSG00000272247	2	1	2	6	2	2
ENSG00000250588	64	26	19	51	28	22
ENSG00000241211	0	0	0	1	0	0
ENSG00000151967	12	2	3	5	4	2
ENSG00000168811	1	4	1	0	2	0
ENSG00000184100	38	33	26	21	31	51
ENSG00000180044	2	0	1	1	0	0
ENSG00000248710	1	0	0	0	0	2
ENSG00000068885	636	558	443	545	698	714
ENSG00000243687	0	1	0	0	0	0
ENSG00000113810	9026	9928	8618	6257	9159	11400
ENSG00000198987	0	0	0	0	1	0
ENSG00000213186	315	274	312	229	264	296
ENSG00000244009	4	1	0	0	2	2
ENSG00000186432	3850	3477	2945	3054	3315	3600
ENSG00000238741	2	3	3	1	1	2
ENSG00000229320	198	239	206	114	159	121
ENSG00000179674	0	0	0	1	0	0
ENSG00000260572	22	19	15	26	21	26
ENSG00000163590	976	1043	675	1209	1921	2795
ENSG00000169251	1486	1438	1243	936	1090	1072
ENSG00000271052	0	0	0	0	1	0
ENSG00000269888	4	6	6	1	5	6
ENSG00000234851	62	87	74	48	64	49
ENSG00000182447	1	0	0	0	0	0
ENSG00000241168	0	0	0	0	2	0
ENSG00000090402	0	1	0	0	0	0
ENSG00000244128	1	2	1	0	1	2
ENSG00000114200	594	937	1076	416	794	815
ENSG00000244429	1	0	0	0	0	0
ENSG00000224962	2	0	0	0	1	0
ENSG00000239227	0	1	0	0	0	0
ENSG00000220343	0	0	0	1	0	0
ENSG00000169064	3	3	1	2	4	2
ENSG00000174776	2	1	2	1	5	0
ENSG00000114209	1568	1447	1536	1249	1382	1363
ENSG00000241120	1	3	0	2	1	4
ENSG00000163536	57	158	108	71	209	141
ENSG00000244227	0	0	1	0	0	0
ENSG00000173905	13	0	0	0	1	3
ENSG00000085276	14	14	9	20	38	18
ENSG00000213178	15	17	22	8	11	6
ENSG00000244381	0	0	1	2	0	1
ENSG00000270141	14	0	1	2	3	2
ENSG00000184378	20	7	8	23	18	12
ENSG00000269889	1	3	2	0	1	6
ENSG00000085274	726	791	755	515	677	691
ENSG00000269984	44	31	24	26	25	51
ENSG00000171757	594	513	501	366	377	340
ENSG00000188306	21	19	7	25	15	13
ENSG00000114248	0	0	1	1	1	2
ENSG00000187033	0	1	0	0	0	0
ENSG00000239219	6	6	2	2	0	1
ENSG00000008952	2754	3041	3282	2167	2749	3099
ENSG00000240373	2	6	0	2	1	4
ENSG00000173890	542	541	516	343	633	571
ENSG00000242583	0	1	0	0	0	1
ENSG00000173889	1933	1715	1067	1573	2036	2626
ENSG00000199536	1	0	0	0	0	0
ENSG00000163558	1479	1388	1044	1134	1455	1459
ENSG00000136603	221	183	143	205	309	404
ENSG00000013297	0	0	0	0	3	1
ENSG00000244738	0	0	0	1	0	1
ENSG00000163584	995	1169	1851	665	688	632
ENSG00000163577	369	287	260	405	425	482
ENSG00000154310	276	327	148	1374	1888	2249
ENSG00000075651	4	2	0	0	2	1
ENSG00000075420	501	457	308	427	512	524
ENSG00000243398	0	0	0	0	1	0
ENSG00000236686	3	5	1	2	1	0
ENSG00000121853	1	0	1	0	1	0
ENSG00000121858	135	344	281	204	540	656
ENSG00000223387	0	3	1	0	0	2
ENSG00000224426	0	2	0	1	3	0
ENSG00000144959	407	409	330	458	601	576
ENSG00000114346	4600	5814	6011	3502	5358	6126
ENSG00000200355	0	2	0	1	0	1
ENSG00000201458	0	1	0	0	0	0
ENSG00000227440	2	4	7	1	4	4
ENSG00000237501	0	2	1	0	1	0
ENSG00000169760	5	6	4	0	3	1
ENSG00000213169	0	0	0	1	1	0
ENSG00000177694	10	14	12	9	13	8
ENSG00000214192	8	6	3	3	8	3
ENSG00000273193	0	2	1	0	0	0
ENSG00000230362	0	0	1	2	2	0
ENSG00000223715	0	0	0	0	0	1
ENSG00000231888	0	1	0	0	0	0
ENSG00000177565	7219	6401	5594	4321	5844	6492
ENSG00000231310	0	1	3	0	0	0
ENSG00000200882	2	0	0	0	0	0
ENSG00000203645	0	0	0	0	1	0
ENSG00000226782	0	3	0	0	0	0
ENSG00000228221	0	2	2	0	1	1
ENSG00000236385	0	0	1	0	0	0
ENSG00000228561	0	1	0	0	0	0
ENSG00000231574	2	0	0	0	0	0
ENSG00000197584	0	1	4	2	3	2
ENSG00000223941	0	0	0	1	0	0
ENSG00000271131	0	3	0	0	2	0
ENSG00000237978	10	3	3	7	6	16
ENSG00000172667	1065	1166	829	989	1455	1842
ENSG00000229102	1	0	0	0	0	0
ENSG00000121879	2287	2566	1966	1825	2830	3430
ENSG00000201957	0	0	0	0	0	2
ENSG00000171121	5	3	1	4	0	0
ENSG00000240429	1	2	0	2	0	1
ENSG00000121864	1786	1826	1774	1287	1623	1622
ENSG00000273190	23	12	33	15	9	18
ENSG00000260743	10	8	5	10	7	11
ENSG00000171109	1996	2178	1801	1363	1640	1600
ENSG00000269728	17	39	43	6	18	23
ENSG00000242539	10	15	18	4	13	10
ENSG00000114450	49	92	74	28	78	81
ENSG00000272699	1	1	0	0	0	2
ENSG00000181260	2	1	2	0	0	4
ENSG00000136518	3236	3002	2717	2282	2089	2021
ENSG00000272910	7	6	4	3	2	6
ENSG00000272660	0	0	5	4	0	2
ENSG00000136522	1787	1750	1970	1446	1267	1233
ENSG00000136521	1600	1610	2069	1202	1574	1386
ENSG00000239096	0	2	2	0	0	2
ENSG00000243977	0	1	0	0	1	0
ENSG00000058056	2072	1804	1250	1353	1495	1725
ENSG00000114757	1266	797	594	888	858	945
ENSG00000270178	2	6	1	1	1	7
ENSG00000243799	0	1	5	2	0	0
ENSG00000244302	3	3	1	0	1	1
ENSG00000239880	0	0	0	0	2	1
ENSG00000239774	0	1	0	1	0	2
ENSG00000163728	2311	2301	2064	1850	2354	2723
ENSG00000145075	269	286	210	139	296	427
ENSG00000242068	2	0	0	1	0	0
ENSG00000241473	0	0	0	1	0	1
ENSG00000114416	7567	8891	7574	5180	7488	6909
ENSG00000205981	850	795	987	572	645	475
ENSG00000242808	2	4	7	3	7	6
ENSG00000242140	0	0	0	2	0	1
ENSG00000206932	0	0	0	4	1	2
ENSG00000181449	2	1	0	1	0	1
ENSG00000199839	0	0	0	1	0	0
ENSG00000228766	0	1	1	0	0	0
ENSG00000238837	0	1	0	0	0	0
ENSG00000260377	0	0	0	0	0	1
ENSG00000240063	1	4	1	1	3	2
ENSG00000058063	5955	6132	3918	4107	5277	5874
ENSG00000270554	3	2	1	0	1	1
ENSG00000273261	13	9	24	8	10	13
ENSG00000043093	2297	2054	1844	1630	2106	2516
ENSG00000244346	0	0	3	0	1	1
ENSG00000078070	1588	1250	858	1484	1161	914
ENSG00000243368	6	0	7	1	4	6
ENSG00000078081	1133	2622	1659	895	1889	1539
ENSG00000053524	165	156	115	186	208	281
ENSG00000176597	23	11	10	20	21	18
ENSG00000240024	108	87	87	105	115	110
ENSG00000253092	4	2	0	1	1	4
ENSG00000251730	0	0	0	1	0	0
ENSG00000172578	1706	2161	1642	1750	2429	2898
ENSG00000242522	0	2	2	1	0	1
ENSG00000243584	1	1	0	0	0	0
ENSG00000114796	1056	1506	1170	1139	2376	3357
ENSG00000163872	3537	4078	2843	2772	3811	4113
ENSG00000233885	9	24	14	17	17	27
ENSG00000180834	240	252	206	233	243	184
ENSG00000175193	1892	1602	1568	1384	1200	1006
ENSG00000234371	1	2	0	1	0	2
ENSG00000263932	0	0	0	0	1	0
ENSG00000114770	1630	1783	1113	1493	1705	1732
ENSG00000223882	0	0	0	2	0	0
ENSG00000223529	5	3	6	4	6	1
ENSG00000186090	0	1	0	0	0	0
ENSG00000178084	1	0	1	1	0	5
ENSG00000238020	0	0	0	0	0	1
ENSG00000205955	1	0	0	3	1	2
ENSG00000273181	4	2	11	3	5	7
ENSG00000272721	9	14	13	10	12	5
ENSG00000145191	2369	2641	2378	1759	1836	1730
ENSG00000228205	13	25	23	7	18	7
ENSG00000161202	3303	3400	2355	3067	3824	4266
ENSG00000161203	7721	7038	6641	6927	7720	7255
ENSG00000161204	1350	1339	1434	1087	1309	1192
ENSG00000145198	33	126	96	76	213	213
ENSG00000214160	1141	1331	1192	674	764	702
ENSG00000145194	278	357	344	224	298	207
ENSG00000163888	153	206	197	131	230	219
ENSG00000175166	12438	11389	10025	9793	10201	9220
ENSG00000114867	16056	13497	10811	11074	11438	10704
ENSG00000212158	0	1	0	1	0	0
ENSG00000175182	491	570	636	441	557	608
ENSG00000114859	209	142	132	182	185	184
ENSG00000163882	1709	1564	1791	1195	1225	1065
ENSG00000090534	11	7	5	0	4	7
ENSG00000090539	10	2	7	8	5	2
ENSG00000224153	0	1	0	0	0	0
ENSG00000230215	0	0	0	0	0	1
ENSG00000182580	1	0	0	0	1	1
ENSG00000177383	589	613	763	328	469	433
ENSG00000272970	2	1	0	0	1	0
ENSG00000156931	1427	1906	1127	1279	1897	1890
ENSG00000187068	2	1	0	2	0	1
ENSG00000113790	5	1	0	0	0	0
ENSG00000229704	0	0	1	0	1	0
ENSG00000073803	49	30	19	27	27	31
ENSG00000229638	50	94	78	39	58	42
ENSG00000163900	797	711	640	547	573	601
ENSG00000163898	2	0	1	0	0	1
ENSG00000163904	2284	2451	1887	1961	2271	2366
ENSG00000236489	2	1	1	3	1	1
ENSG00000073792	24	33	10	29	73	43
ENSG00000163915	0	0	0	0	1	0
ENSG00000136527	7916	7557	7051	5910	6098	5931
ENSG00000171658	9	16	3	4	14	8
ENSG00000266670	1	0	0	0	0	0
ENSG00000244405	116	320	226	145	257	218
ENSG00000234197	0	1	0	0	0	0
ENSG00000058866	15	26	16	5	12	10
ENSG00000213139	34	45	51	26	39	44
ENSG00000113838	762	786	564	582	642	609
ENSG00000090520	1973	2108	1956	1945	1860	1871
ENSG00000145192	2	1	0	3	6	5
ENSG00000113905	0	3	0	0	0	0
ENSG00000197099	1	0	0	3	1	1
ENSG00000113889	1	0	1	2	3	0
ENSG00000226652	0	0	0	1	0	0
ENSG00000207505	0	0	0	0	0	1
ENSG00000230951	3	0	0	2	1	0
ENSG00000263826	39	33	31	33	29	47
ENSG00000156976	12591	14107	15956	8434	9467	9254
ENSG00000163918	3373	3487	3652	2508	2832	2509
ENSG00000231724	0	1	0	1	3	1
ENSG00000232233	10	18	6	6	8	11
ENSG00000231982	20	23	31	5	11	9
ENSG00000181092	0	0	0	0	0	2
ENSG00000226482	0	2	1	0	0	0
ENSG00000223803	2	7	7	3	6	9
ENSG00000233565	0	1	0	0	0	0
ENSG00000073849	1630	2413	1878	1773	3289	4160
ENSG00000203632	8	4	7	13	13	12
ENSG00000163923	943	1299	1668	746	964	895
ENSG00000175077	0	3	3	0	0	0
ENSG00000136514	17	43	54	27	76	83
ENSG00000198471	0	3	1	1	0	0
ENSG00000113916	143	283	154	208	501	396
ENSG00000223401	2	0	0	2	0	2
ENSG00000224049	2	0	0	0	0	0
ENSG00000224187	0	3	5	0	0	2
ENSG00000225058	0	0	1	0	0	0
ENSG00000270959	29	48	34	38	61	68
ENSG00000145012	1456	2006	938	1187	2001	2892
ENSG00000264114	0	0	0	0	0	1
ENSG00000188001	1	4	6	10	14	16
ENSG00000073282	1	1	1	0	0	0
ENSG00000196083	517	434	252	592	624	575
ENSG00000231047	0	0	0	0	0	1
ENSG00000223117	0	0	0	1	0	2
ENSG00000152492	5	0	1	1	0	1
ENSG00000237653	0	0	0	0	1	0
ENSG00000114279	1	0	0	0	0	1
ENSG00000180611	119	100	73	129	137	124
ENSG00000236229	1	1	0	0	2	2
ENSG00000187527	0	0	0	0	1	0
ENSG00000127249	11	30	22	18	34	65
ENSG00000225473	0	0	0	0	0	1
ENSG00000236297	12	19	10	17	23	28
ENSG00000198836	3956	3338	2574	2838	3000	3178
ENSG00000224855	5	4	0	2	1	5
ENSG00000207370	0	2	1	1	1	0
ENSG00000230102	2	1	1	0	0	0
ENSG00000229964	0	0	1	0	0	0
ENSG00000232874	5	4	6	6	8	7
ENSG00000114315	114	110	168	180	527	769
ENSG00000225742	3	3	1	1	0	1
ENSG00000228271	0	0	0	0	0	1
ENSG00000214145	0	0	0	3	3	3
ENSG00000172061	0	0	0	2	6	5
ENSG00000178732	29	1	0	72	4	6
ENSG00000133657	4950	4517	2756	3940	6231	7014
ENSG00000233058	49	51	27	54	85	93
ENSG00000244675	14	2	2	7	8	15
ENSG00000231770	81	66	62	66	94	87
ENSG00000145014	522	583	589	583	788	835
ENSG00000229334	4	3	1	0	6	8
ENSG00000272707	4	2	5	2	1	5
ENSG00000041802	1641	1484	1146	1283	1159	1072
ENSG00000266447	6	0	0	1	6	3
ENSG00000185112	0	3	3	0	2	4
ENSG00000233987	0	0	0	0	0	1
ENSG00000237222	0	2	0	2	3	1
ENSG00000173950	429	497	378	320	419	409
ENSG00000230266	0	0	0	0	0	1
ENSG00000206600	0	1	0	2	1	0
ENSG00000114331	3333	2958	2106	2492	3277	3770
ENSG00000229325	8	13	2	3	7	24
ENSG00000184203	1239	1241	1273	972	1431	1469
ENSG00000252620	1	1	1	1	3	3
ENSG00000223711	1	0	0	2	1	3
ENSG00000236844	4	7	5	3	2	1
ENSG00000236425	0	0	0	0	1	2
ENSG00000189058	0	0	0	1	1	0
ENSG00000224769	3	4	8	3	17	18
ENSG00000272792	5	7	10	2	3	10
ENSG00000271662	17	20	9	6	12	21
ENSG00000229178	12	9	15	4	13	16
ENSG00000242086	403	375	342	316	427	520
ENSG00000207650	16	17	7	19	14	17
ENSG00000176945	8	7	14	13	28	37
ENSG00000145113	2	8	8	6	9	11
ENSG00000223783	0	0	0	1	0	0
ENSG00000061938	608	850	794	443	783	760
ENSG00000224614	5	9	4	8	7	8
ENSG00000226155	1	2	6	2	1	1
ENSG00000273009	0	1	3	1	1	3
ENSG00000266730	0	0	0	1	0	0
ENSG00000239122	4	2	7	2	3	1
ENSG00000231443	26	26	13	12	10	12
ENSG00000260261	104	107	75	77	73	99
ENSG00000185485	360	359	316	267	387	408
ENSG00000231464	4	3	0	3	4	4
ENSG00000072274	19202	21115	13273	10124	12886	11891
ENSG00000228413	4	2	2	3	4	1
ENSG00000252174	4	0	0	2	0	0
ENSG00000224652	3	4	6	0	3	0
ENSG00000163958	1	5	12	0	17	19
ENSG00000222335	0	0	0	0	0	2
ENSG00000163959	33	14	12	22	37	58
ENSG00000161217	1336	1408	982	1480	1752	1893
ENSG00000272741	4	4	0	1	1	1
ENSG00000228028	1	2	1	3	2	1
ENSG00000213123	157	180	228	62	114	116
ENSG00000237418	3	6	3	1	2	4
ENSG00000273331	0	1	0	1	1	0
ENSG00000235897	13	16	5	5	10	3
ENSG00000145107	1	1	0	1	1	2
ENSG00000212146	0	0	0	0	1	1
ENSG00000163960	3966	3829	2171	2498	3138	3810
ENSG00000206644	0	0	0	0	0	1
ENSG00000241868	0	0	0	0	0	2
ENSG00000243339	4	3	2	3	2	2
ENSG00000226345	0	0	0	0	0	1
ENSG00000225822	13	12	7	8	7	13
ENSG00000225240	0	0	0	0	0	2
ENSG00000163961	4503	4215	3375	4487	5595	6686
ENSG00000273013	4	3	6	2	4	7
ENSG00000214097	0	0	2	5	2	5
ENSG00000213358	0	0	1	0	0	1
ENSG00000225770	1	1	1	2	0	0
ENSG00000185798	446	444	387	403	398	417
ENSG00000174013	2992	2874	2186	2150	3085	3099
ENSG00000232065	3	3	0	3	4	6
ENSG00000174004	1522	1735	1669	2088	2988	4172
ENSG00000163964	1673	1880	2061	1464	2378	3099
ENSG00000174007	473	528	336	333	450	348
ENSG00000201441	0	1	0	0	0	0
ENSG00000180370	11622	12468	9792	9969	15725	22482
ENSG00000272359	7	5	3	4	5	14
ENSG00000206892	2	0	0	2	0	0
ENSG00000119231	2516	2586	2082	1775	2244	2643
ENSG00000230732	11	7	4	8	3	13
ENSG00000114503	5395	6113	5247	3876	4389	4164
ENSG00000225578	13	20	5	4	6	12
ENSG00000270170	447	463	578	242	255	239
ENSG00000119227	136	328	260	144	328	437
ENSG00000233487	1	1	1	3	2	1
ENSG00000163975	343	565	579	200	485	520
ENSG00000228109	159	237	233	57	109	122
ENSG00000075711	2465	2888	2082	1923	2790	2817
ENSG00000227375	1	1	0	0	0	0
ENSG00000235126	18	24	23	4	16	12
ENSG00000229912	0	1	0	1	2	1
ENSG00000237167	0	0	0	1	0	3
ENSG00000161267	1002	845	840	841	694	710
ENSG00000214135	648	762	709	462	720	794
ENSG00000213519	0	0	0	1	0	0
ENSG00000249626	32	43	29	24	43	46
ENSG00000273308	4	9	1	3	3	5
ENSG00000236833	1	2	0	0	1	0
ENSG00000145016	1789	1588	1122	1476	1566	1650
ENSG00000122068	3349	4095	3112	3143	4286	4121
ENSG00000273375	1	1	4	1	2	1
ENSG00000186001	1198	1275	834	1137	1501	1566
ENSG00000234136	0	0	0	0	0	2
ENSG00000234742	22	32	41	12	24	20
ENSG00000114473	379	354	224	438	397	456
ENSG00000182899	7643	9464	12551	6072	7126	5977
ENSG00000185621	483	391	183	412	359	374
ENSG00000232832	1	1	0	0	0	1
ENSG00000226435	34	10	11	55	41	35
ENSG00000212297	3	0	1	2	4	0
ENSG00000232783	0	0	0	1	1	2
ENSG00000236438	2	0	1	2	1	5
ENSG00000248302	1	7	7	6	16	46
ENSG00000197701	67	115	80	50	91	117
ENSG00000207643	5	6	3	3	4	2
ENSG00000250312	0	2	1	0	1	1
ENSG00000250892	0	0	3	0	0	1
ENSG00000198155	1	7	19	1	2	8
ENSG00000186777	0	1	0	0	0	0
ENSG00000131127	0	2	1	1	0	0
ENSG00000250321	3	9	14	0	4	0
ENSG00000211482	0	1	4	0	1	1
ENSG00000272885	0	5	2	0	4	5
ENSG00000251595	3	4	5	1	15	11
ENSG00000182903	444	1105	1177	306	985	1318
ENSG00000252150	1	1	2	1	0	3
ENSG00000174227	1578	1527	1209	1357	1664	1956
ENSG00000273238	18	31	72	15	19	25
ENSG00000263386	0	0	2	0	0	0
ENSG00000133256	493	550	581	320	387	401
ENSG00000242686	10	12	23	6	5	19
ENSG00000272927	47	49	65	30	27	34
ENSG00000169020	827	747	1152	550	525	437
ENSG00000215375	217	324	357	169	301	310
ENSG00000169026	14	13	9	9	9	16
ENSG00000185619	3710	4378	4001	3662	5687	7146
ENSG00000272588	4	6	4	5	6	8
ENSG00000249592	134	108	82	61	71	77
ENSG00000233799	3	4	1	0	5	9
ENSG00000168993	72	191	117	28	103	49
ENSG00000260262	0	0	0	1	0	1
ENSG00000178950	3091	3171	2753	2970	3393	3865
ENSG00000127419	293	375	345	299	497	440
ENSG00000145214	1165	1374	1255	999	1615	1688
ENSG00000145217	161	173	92	155	182	204
ENSG00000127415	184	345	407	178	388	418
ENSG00000127418	786	1001	818	863	1543	1592
ENSG00000178222	1	240	202	1	181	169
ENSG00000251639	0	4	5	0	6	3
ENSG00000251652	0	0	3	0	0	0
ENSG00000215367	1	8	5	0	2	1
ENSG00000212458	0	1	0	0	0	0
ENSG00000227189	0	3	2	0	3	0
ENSG00000159674	911	1191	1251	358	750	871
ENSG00000273179	7	20	12	11	20	25
ENSG00000159692	6563	6762	7628	5091	6963	7626
ENSG00000196810	806	879	697	587	858	912
ENSG00000090316	2142	2465	2751	1769	2345	2441
ENSG00000163945	592	548	391	412	522	626
ENSG00000254094	0	3	6	0	1	4
ENSG00000253399	2	1	4	1	1	0
ENSG00000179979	211	172	92	163	176	209
ENSG00000244459	4	6	12	10	12	16
ENSG00000174137	74	119	95	56	84	81
ENSG00000207009	1	1	0	0	3	0
ENSG00000163950	4711	3960	4640	2854	3079	2817
ENSG00000270195	53	58	79	53	62	58
ENSG00000168936	1141	1523	1719	657	960	1025
