ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0050660	flavin adenine dinucleotide binding	11/1264	81/22744	0.00507763552094208	0.0372095478019037	0.0269331818339444	59010/192166/50493/13382/11430/20775/17161/52815/14261/11364/11761	11
GO:0030971	receptor tyrosine kinase binding	10/1264	70/22744	0.00514301910201268	0.0373965264937046	0.0270685215895404	140579/14573/50915/18538/19246/19679/18708/22628/16367/211323	10
GO:0017124	SH3 domain binding	15/1264	129/22744	0.00537083367780946	0.0387526306906559	0.0280501030136607	15170/140579/19707/14026/13196/225028/209456/13429/69601/11490/74155/18481/11502/24055/19317	15
GO:0030165	PDZ domain binding	14/1264	117/22744	0.00545197722175575	0.0390378216336404	0.0282565312015465	56149/30805/26941/11430/217325/50766/83436/54725/14701/16456/56524/214137/14369/14366	14
GO:0031406	carboxylic acid binding	21/1264	207/22744	0.00576495478943777	0.0409661181249442	0.029652279419357	26433/12505/192166/20181/18452/18451/107476/11430/13361/22337/14718/108037/22171/69219/20280/230784/234734/76238/214579/210530/140742	21
GO:0015405	P-P-bond-hydrolysis-driven transmembrane transporter activity	14/1264	118/22744	0.00587820319315824	0.041456801467537	0.0300074480378873	11972/11974/11973/11975/76408/17250/11931/18669/11938/11666/239273/11928/114143/27403	14
GO:0015485	cholesterol binding	7/1264	40/22744	0.00598581283489817	0.0418338573215421	0.0302803702978282	11749/170459/226144/20652/20280/19126/228983	7
GO:0017081	chloride channel regulator activity	4/1264	14/22744	0.00606546332167349	0.0418338573215421	0.0302803702978282	26941/69847/232341/22320	4
GO:0046935	1-phosphatidylinositol-3-kinase regulator activity	4/1264	14/22744	0.00606546332167349	0.0418338573215421	0.0302803702978282	216233/18710/18708/12702	4
GO:0046965	retinoid X receptor binding	5/1264	22/22744	0.00626540810563053	0.042515950090782	0.0307740857463297	22259/22337/233908/214855/15361	5
GO:0004714	transmembrane receptor protein tyrosine kinase activity	9/1264	61/22744	0.0062740789002305	0.042515950090782	0.0307740857463297	26362/12305/13845/17295/18186/13841/13846/14183/13866	9
GO:0043177	organic acid binding	22/1264	222/22744	0.00630033801984936	0.042515950090782	0.0307740857463297	26433/12505/192166/20181/18452/18451/107476/11430/13361/22337/14718/108037/22171/69219/20280/230784/234734/76238/214579/210530/140742/208715	22
GO:0036442	proton-exporting ATPase activity	6/1264	31/22744	0.00647056934718105	0.0430465145707636	0.031158121308655	11972/11974/11973/11975/11938/114143	6
GO:0005096	GTPase activator activity	23/1264	236/22744	0.00647074472758813	0.0430465145707636	0.031158121308655	54153/18141/109689/117600/217325/218581/13196/24001/18186/19735/66691/69601/213649/57915/19414/114713/71709/71435/230837/214137/75415/104252/58996	23
GO:0003725	double-stranded RNA binding	11/1264	84/22744	0.0066920452897114	0.0440956541901605	0.0319175142550258	109711/56200/15516/15510/22352/56758/23962/214597/239528/230073/231655	11
GO:0030170	pyridoxal phosphate binding	8/1264	51/22744	0.00672247180084536	0.0440956541901605	0.0319175142550258	20773/76282/14718/108037/107869/108682/216134/67247	8
GO:0015399	primary active transmembrane transporter activity	14/1264	120/22744	0.00681070263058092	0.0443641601908674	0.0321118654731337	11972/11974/11973/11975/76408/17250/11931/18669/11938/11666/239273/11928/114143/27403	14
GO:0051287	NAD binding	9/1264	62/22744	0.00698646583953132	0.0451952066033129	0.0327133972159543	13382/14555/15926/11545/13017/15484/76238/214579/11761	9
GO:0051087	chaperone binding	12/1264	97/22744	0.00746306867862027	0.0479476604146974	0.0347056906828412	11799/11622/100037258/15526/15510/14268/67035/12530/11928/213539/329679/56351	12
GO:0070279	vitamin B6 binding	8/1264	52/22744	0.00756694075288638	0.0481311231482936	0.0348384855017948	20773/76282/14718/108037/107869/108682/216134/67247	8
GO:0031072	heat shock protein binding	15/1264	134/22744	0.00760047749023094	0.0481311231482936	0.0348384855017948	192156/11622/12534/66890/108671/15516/14229/15526/22791/13400/15185/213539/22695/13866/56351	15
GO:0048027	mRNA 5'-UTR binding	5/1264	23/22744	0.00764556220585901	0.0481311231482936	0.0348384855017948	66409/140486/140488/319765/73158	5
GO:0019215	intermediate filament binding	4/1264	15/22744	0.00791172725648526	0.0491470209707495	0.0355738172215615	22352/67451/16664/105732	4
GO:0031543	peptidyl-proline dioxygenase activity	4/1264	15/22744	0.00791172725648526	0.0491470209707495	0.0355738172215615	18452/18451/18453/210530	4
GO:0008013	beta-catenin binding	11/1264	86/22744	0.00797403014940366	0.0492081597377673	0.0356180709582088	20682/16600/17295/19272/26941/14634/71228/67488/19303/15185/17127	11
GO:0003707	steroid hormone receptor activity	8/1264	53/22744	0.00848875940234627	0.0520421981660183	0.0376694173685128	22259/20181/217166/22337/15370/19885/110784/76854	8
GO:0015631	tubulin binding	29/1264	326/22744	0.00870423931378056	0.0530167303657543	0.0383748076376518	12301/11799/56486/14360/66140/16553/67203/70998/19735/269152/13429/73804/110033/18817/15185/16582/67443/71819/67534/76499/233406/214444/13138/75786/229841/320982/319670/52055/76707	29
GO:0004012	phospholipid-translocating ATPase activity	5/1264	24/22744	0.00922369870346352	0.0547584138218277	0.0396354807710458	17250/11982/50770/27403/76295	5
GO:0030371	translation repressor activity	5/1264	24/22744	0.00922369870346352	0.0547584138218277	0.0396354807710458	13361/74480/22171/231207/232164	5
GO:0050780	dopamine receptor binding	5/1264	24/22744	0.00922369870346352	0.0547584138218277	0.0396354807710458	12390/14673/26941/13429/18483	5
GO:0070412	R-SMAD binding	5/1264	24/22744	0.00922369870346352	0.0547584138218277	0.0396354807710458	52662/107765/11545/24136/17127	5
GO:0008509	anion transmembrane transporter activity	27/1264	301/22744	0.00998657833189172	0.0584317303544297	0.0422943172243375	20514/83429/11740/20499/102857/55963/218756/67554/11732/17250/105727/27376/26570/14664/20525/11666/26457/239273/20501/29876/11987/104681/231549/66972/54403/433926/269356	27
GO:0030169	low-density lipoprotein particle binding	4/1264	16/22744	0.0100916208074815	0.0584317303544297	0.0422943172243375	16835/140792/21825/100102	4
GO:0043142	single-stranded DNA-dependent ATPase activity	4/1264	16/22744	0.0100916208074815	0.0584317303544297	0.0422943172243375	214901/72151/58186/208084	4
GO:0051010	microtubule plus-end binding	4/1264	16/22744	0.0100916208074815	0.0584317303544297	0.0422943172243375	73804/76499/75786/76707	4
GO:1990782	protein tyrosine kinase binding	11/1264	89/22744	0.0102451209630428	0.0586884271828403	0.042480120674371	140579/14573/50915/18538/19246/19679/76499/18708/22628/16367/211323	11
GO:0097718	disordered domain specific binding	6/1264	34/22744	0.0102610896140574	0.0586884271828403	0.042480120674371	14360/15516/14268/21677/20133/22003	6
GO:0016746	transferase activity, transferring acyl groups	24/1264	260/22744	0.0104911447531515	0.0596405683542794	0.0431693037689488	235339/18476/20773/71988/72117/68262/72057/12894/20229/20652/67512/241447/20280/231510/15161/21817/218121/74145/170439/231713/66183/12593/74838/208715	24
GO:0043178	alcohol binding	10/1264	79/22744	0.0119443743513865	0.0674929104915692	0.0488530212849985	11749/170459/19662/226144/20652/20280/19126/16438/224860/228983	10
GO:0016791	phosphatase activity	24/1264	264/22744	0.0124917352434276	0.0698521120642786	0.0505606691521263	15170/19062/19272/24000/19270/19275/18640/13537/19246/16330/100678/12530/11928/19249/245857/209039/218977/18218/320717/235534/98432/229791/53412/52468	24
GO:0047485	protein N-terminus binding	14/1264	129/22744	0.0125583279618226	0.0698521120642786	0.0505606691521263	12313/56389/26941/11430/12759/71175/74493/11545/69601/229615/19891/17921/22003/15901	14
GO:0017171	serine hydrolase activity	20/1264	209/22744	0.0127878809325877	0.0698521120642786	0.0505606691521263	16890/56213/19025/19072/11421/17174/76867/83768/14066/54426/18550/12751/18791/50908/232371/22019/53357/100102/50909/72461	20
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	7/1264	46/22744	0.0128883405223709	0.0698521120642786	0.0505606691521263	235339/13382/28200/67689/56454/107747/214579	7
GO:0017134	fibroblast growth factor binding	5/1264	26/22744	0.0130240619081554	0.0698521120642786	0.0505606691521263	16416/15526/16410/14183/21825	5
GO:0071813	lipoprotein particle binding	5/1264	26/22744	0.0130240619081554	0.0698521120642786	0.0505606691521263	15510/16835/140792/21825/100102	5
GO:0071814	protein-lipid complex binding	5/1264	26/22744	0.0130240619081554	0.0698521120642786	0.0505606691521263	15510/16835/140792/21825/100102	5
GO:0001786	phosphatidylserine binding	8/1264	57/22744	0.0130321104597535	0.0698521120642786	0.0505606691521263	26362/11749/13196/54525/17304/83671/55925/21825	8
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	8/1264	57/22744	0.0130321104597535	0.0698521120642786	0.0505606691521263	235339/13382/28200/67689/56454/107747/214579/11761	8
GO:0004867	serine-type endopeptidase inhibitor activity	13/1264	118/22744	0.0140628840278015	0.0749487796481693	0.0542497619493538	20706/50766/12836/18550/331535/16425/18787/66222/20723/235505/71907/20719/20733	13
GO:0003774	motor activity	14/1264	131/22744	0.0142380710849121	0.0754537326420764	0.0546152592909205	74764/17912/16553/17909/269152/73804/110033/17921/16582/68178/71819/235661/338367/229841	14
GO:0043021	ribonucleoprotein complex binding	15/1264	145/22744	0.0150945742575485	0.0780275409564648	0.0564782447726628	12419/70998/97112/14056/56449/70354/231207/75786/231659/230738/226517/432508/24015/74838/69956	15
GO:0005089	Rho guanyl-nucleotide exchange factor activity	9/1264	70/22744	0.0151200690816946	0.0780275409564648	0.0564782447726628	268739/110596/24001/98845/213649/17207/20663/30938/269608	9
GO:0005452	inorganic anion exchanger activity	3/1264	10/22744	0.0153060421492426	0.0780275409564648	0.0564782447726628	218756/54403/269356	3
GO:0008046	axon guidance receptor activity	3/1264	10/22744	0.0153060421492426	0.0780275409564648	0.0564782447726628	13845/13841/72333	3
GO:0008429	phosphatidylethanolamine binding	3/1264	10/22744	0.0153060421492426	0.0780275409564648	0.0564782447726628	52635/11744/17304	3
GO:0016303	1-phosphatidylinositol-3-kinase activity	3/1264	10/22744	0.0153060421492426	0.0780275409564648	0.0564782447726628	240752/74769/18708	3
GO:0019869	chloride channel inhibitor activity	3/1264	10/22744	0.0153060421492426	0.0780275409564648	0.0564782447726628	69847/232341/22320	3
GO:0017049	GTP-Rho binding	4/1264	18/22744	0.0155324767654168	0.0783304473438761	0.0566974958330154	56699/104252/104445/58804	4
GO:0070182	DNA polymerase binding	4/1264	18/22744	0.0155324767654168	0.0783304473438761	0.0566974958330154	15516/18538/208836/56351	4
GO:0016779	nucleotidyltransferase activity	13/1264	120/22744	0.0160074841801662	0.080294225459871	0.0581189265196014	71701/54125/28071/69745/227620/23962/245474/74080/69080/230594/100342/20019/56351	13
GO:0003729	mRNA binding	23/1264	256/22744	0.0161818112538685	0.0806064881618083	0.0583449499095123	13046/13690/66409/140486/13361/74480/225363/22171/56878/12972/140488/56449/319765/70354/66870/239528/73158/231207/230738/22695/237400/432508/19317	23
GO:0031490	chromatin DNA binding	11/1264	95/22744	0.016241605823648	0.0806064881618083	0.0583449499095123	20181/15081/22433/18128/100088/14056/17127/72843/22289/108829/14958	11
GO:0019829	cation-transporting ATPase activity	8/1264	60/22744	0.017452303631886	0.084858001376749	0.0614222992795456	11972/11974/11973/11975/11931/11938/11928/114143	8
GO:0022853	active ion transmembrane transporter activity	8/1264	60/22744	0.017452303631886	0.084858001376749	0.0614222992795456	11972/11974/11973/11975/11931/11938/11928/114143	8
GO:0042625	ATPase coupled ion transmembrane transporter activity	8/1264	60/22744	0.017452303631886	0.084858001376749	0.0614222992795456	11972/11974/11973/11975/11931/11938/11928/114143	8
GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	6/1264	38/22744	0.0174601218184569	0.084858001376749	0.0614222992795456	11972/11973/11931/11938/11928/114143	6
GO:0035198	miRNA binding	5/1264	28/22744	0.017759554157925	0.0854280092314545	0.0618348849223298	56200/71701/230594/239528/230738	5
GO:0045499	chemorepellent activity	5/1264	28/22744	0.017759554157925	0.0854280092314545	0.0618348849223298	20353/20351/13841/20348/211323	5
GO:0072341	modified amino acid binding	11/1264	97/22744	0.0187311974329844	0.0891908662262682	0.064558532954711	26362/192166/11749/13361/13196/54525/22171/17304/83671/55925/21825	11
GO:0008553	proton-exporting ATPase activity, phosphorylative mechanism	4/1264	19/22744	0.0188270698430715	0.0891908662262682	0.064558532954711	11972/11973/11938/114143	4
GO:0031418	L-ascorbic acid binding	4/1264	19/22744	0.0188270698430715	0.0891908662262682	0.064558532954711	26433/18452/18451/210530	4
GO:0008081	phosphoric diester hydrolase activity	10/1264	85/22744	0.0192887496978757	0.0904642360830371	0.0654802292375255	15368/12799/19084/18606/18576/56209/234779/224860/18798/433022	10
GO:0048029	monosaccharide binding	10/1264	85/22744	0.0192887496978757	0.0904642360830371	0.0654802292375255	214895/26433/18452/18451/66890/11674/14751/15275/210530/16852	10
GO:0043531	ADP binding	6/1264	39/22744	0.0196925388644138	0.0906071083629022	0.0655836436921467	17921/11666/18746/11928/18655/19082	6
GO:0005085	guanyl-nucleotide exchange factor activity	18/1264	191/22744	0.0201604669369591	0.0906071083629022	0.0655836436921467	268739/110596/223864/24001/98845/66691/100088/213649/76954/17207/216805/232227/20663/30938/226089/269608/228355/102442	18
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	3/1264	11/22744	0.0201885774497298	0.0906071083629022	0.0655836436921467	68262/67512/231510	3
GO:0008239	dipeptidyl-peptidase activity	3/1264	11/22744	0.0201885774497298	0.0906071083629022	0.0655836436921467	11421/83768/72461	3
GO:0030898	actin-dependent ATPase activity	3/1264	11/22744	0.0201885774497298	0.0906071083629022	0.0655836436921467	17912/17921/338367	3
GO:0031545	peptidyl-proline 4-dioxygenase activity	3/1264	11/22744	0.0201885774497298	0.0906071083629022	0.0655836436921467	18452/18451/18453	3
GO:0035004	phosphatidylinositol 3-kinase activity	3/1264	11/22744	0.0201885774497298	0.0906071083629022	0.0655836436921467	240752/74769/18708	3
GO:0043008	ATP-dependent protein binding	3/1264	11/22744	0.0201885774497298	0.0906071083629022	0.0655836436921467	20620/15516/53357	3
GO:0051920	peroxiredoxin activity	3/1264	11/22744	0.0201885774497298	0.0906071083629022	0.0655836436921467	53381/230784/140742	3
GO:0004532	exoribonuclease activity	5/1264	29/22744	0.0205035081866019	0.0915823365668217	0.0662895377461565	72068/71701/101985/230738/211948	5
GO:0032947	protein-containing complex scaffold activity	10/1264	86/22744	0.0207775285858326	0.092366454092469	0.066857101211584	12390/26556/12389/26941/19303/59009/73945/67451/230249/52398	10
GO:0008017	microtubule binding	21/1264	234/22744	0.0210977015072971	0.0933473774237956	0.0675671175382652	11799/56486/66140/16553/67203/269152/13429/73804/110033/18817/15185/16582/67443/71819/76499/233406/214444/75786/229841/319670/76707	21
GO:0035591	signaling adaptor activity	7/1264	51/22744	0.0219679244091722	0.0964661382003737	0.0698245529561677	216233/69601/50915/59009/230126/24055/16367	7
GO:0015036	disulfide oxidoreductase activity	6/1264	40/22744	0.0221113728696225	0.0964661382003737	0.0698245529561677	50493/18230/14873/18453/73723/18655	6
GO:0015291	secondary active transmembrane transporter activity	20/1264	221/22744	0.0221434632546942	0.0964661382003737	0.0698245529561677	20514/11740/20499/102857/55963/30805/218756/67554/11732/105727/27376/14664/170756/20501/234076/104681/20541/54403/269356/53881	20
GO:0001223	transcription coactivator binding	4/1264	20/22744	0.0225224778953964	0.0964661382003737	0.0698245529561677	11622/19885/21677/20471	4
GO:0038191	neuropilin binding	4/1264	20/22744	0.0225224778953964	0.0964661382003737	0.0698245529561677	20353/20351/20348/19303	4
GO:0051787	misfolded protein binding	4/1264	20/22744	0.0225224778953964	0.0964661382003737	0.0698245529561677	12759/100037258/15526/15185	4
GO:0070064	proline-rich region binding	4/1264	20/22744	0.0225224778953964	0.0964661382003737	0.0698245529561677	56070/27059/66898/12443	4
GO:0070491	repressing transcription factor binding	9/1264	75/22744	0.0228739583082791	0.0975262404234809	0.0705918809035408	57441/15184/12419/12394/56070/114606/21886/12393/57741	9
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	11/1264	100/22744	0.0229808037892224	0.0975384341823105	0.0706007070447652	18010/17939/15211/71665/17160/66190/230815/230379/108687/238023/212974	11
GO:0052689	carboxylic ester hydrolase activity	15/1264	154/22744	0.0246769528449996	0.104265683642386	0.0754700549313643	22619/16890/18476/22321/193742/18606/27226/16889/100198/72590/234734/56209/105148/53357/26897	15
GO:0042623	ATPase activity, coupled	28/1264	340/22744	0.0248701060230909	0.104610580491746	0.0757196997162786	11972/11974/17912/11973/214901/11975/56200/76408/17250/15526/11982/11931/18669/72151/11938/58186/17921/11666/50770/16582/239273/11928/114143/338367/27403/76295/208084/236930	28
GO:0002161	aminoacyl-tRNA editing activity	3/1264	12/22744	0.0258251008478865	0.105321498240511	0.0762342793907863	22321/234734/105148	3
GO:0004596	peptide alpha-N-acetyltransferase activity	3/1264	12/22744	0.0258251008478865	0.105321498240511	0.0762342793907863	72117/231713/74838	3
GO:0031078	histone deacetylase activity (H3-K14 specific)	3/1264	12/22744	0.0258251008478865	0.105321498240511	0.0762342793907863	15184/15185/232232	3
GO:0032041	NAD-dependent histone deacetylase activity (H3-K14 specific)	3/1264	12/22744	0.0258251008478865	0.105321498240511	0.0762342793907863	15184/15185/232232	3
GO:0042171	lysophosphatidic acid acyltransferase activity	3/1264	12/22744	0.0258251008478865	0.105321498240511	0.0762342793907863	68262/67512/231510	3
GO:0045294	alpha-catenin binding	3/1264	12/22744	0.0258251008478865	0.105321498240511	0.0762342793907863	22330/67451/56460	3
GO:1990825	sequence-specific mRNA binding	3/1264	12/22744	0.0258251008478865	0.105321498240511	0.0762342793907863	13361/225363/22171	3
GO:0005516	calmodulin binding	17/1264	183/22744	0.0265272799749916	0.105571911221274	0.0764155344380225	17912/11568/104111/17909/107589/54525/404710/107869/17921/13143/13631/338367/68667/214444/18708/53357/20541	17
GO:0005160	transforming growth factor beta receptor binding	7/1264	53/22744	0.0266001475558544	0.105571911221274	0.0764155344380225	12505/72183/66313/14573/17127/21813/76905	7
GO:0005544	calcium-dependent phospholipid binding	7/1264	53/22744	0.0266001475558544	0.105571911221274	0.0764155344380225	11749/52635/11744/11752/54525/11746/55925	7
GO:0008139	nuclear localization sequence binding	4/1264	21/22744	0.0266289545117286	0.105571911221274	0.0764155344380225	218210/72399/70572/212999	4
GO:0031420	alkali metal ion binding	4/1264	21/22744	0.0266289545117286	0.105571911221274	0.0764155344380225	11931/18746/216134/11928	4
GO:0050431	transforming growth factor beta binding	4/1264	21/22744	0.0266289545117286	0.105571911221274	0.0764155344380225	268977/21813/21825/235505	4
GO:0046875	ephrin receptor binding	5/1264	31/22744	0.026786902847189	0.105571911221274	0.0764155344380225	13642/14360/19246/13636/13841	5
GO:1901682	sulfur compound transmembrane transporter activity	5/1264	31/22744	0.026786902847189	0.105571911221274	0.0764155344380225	83429/67554/17250/27376/11666	5
GO:0001085	RNA polymerase II transcription factor binding	15/1264	156/22744	0.0273157753924232	0.107205846519217	0.0775982168161768	15982/16600/15184/11622/15525/22433/56070/107765/55989/21677/17127/17684/11911/15901/210719	15
GO:0001664	G protein-coupled receptor binding	24/1264	285/22744	0.0285071212647239	0.111415332276296	0.0806451456831005	12390/14673/12313/12121/26558/26556/109689/14360/11421/26941/12266/13429/68151/20311/20309/14825/11938/22419/192176/18483/22417/14369/20315/105171	24
GO:0015297	antiporter activity	8/1264	66/22744	0.0293433042646878	0.114207549378744	0.0826662207937264	11740/30805/67554/27376/170756/234076/20541/269356	8
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	20/1264	228/22744	0.0296274756236021	0.114837074937763	0.083121886808279	235339/18476/20773/71988/72117/68262/72057/12894/20229/20652/67512/241447/20280/231510/15161/170439/231713/66183/12593/74838	20
GO:0035091	phosphatidylinositol binding	21/1264	243/22744	0.0303331305290005	0.116776336092091	0.0845255715176731	72183/17912/52635/66895/11752/13196/54525/69601/76561/209131/19679/16438/83671/17207/83436/230597/218952/227449/14369/56305/211978	21
GO:0004721	phosphoprotein phosphatase activity	16/1264	172/22744	0.0303767867872816	0.116776336092091	0.0845255715176731	15170/19272/24000/19270/13537/19246/12530/19249/245857/209039/218977/18218/320717/98432/53412/52468	16
GO:0005342	organic acid transmembrane transporter activity	14/1264	145/22744	0.0312550077650139	0.118495968322126	0.0857702834337016	20514/83429/102857/55963/67554/105727/27376/26570/14664/26457/239273/20501/11987/104681	14
GO:0046943	carboxylic acid transmembrane transporter activity	14/1264	145/22744	0.0312550077650139	0.118495968322126	0.0857702834337016	20514/83429/102857/55963/67554/105727/27376/26570/14664/26457/239273/20501/11987/104681	14
GO:0048365	Rac GTPase binding	8/1264	67/22744	0.0317606311400929	0.118495968322126	0.0857702834337016	23790/12389/117600/98845/18479/18481/192176/57778	8
GO:0015179	L-amino acid transmembrane transporter activity	7/1264	55/22744	0.0318558719994684	0.118495968322126	0.0857702834337016	20514/83429/55963/105727/26570/14664/11987	7
GO:0005324	long-chain fatty acid transporter activity	3/1264	13/22744	0.0322137227314949	0.118495968322126	0.0857702834337016	17250/11666/26457	3
GO:0005542	folic acid binding	3/1264	13/22744	0.0322137227314949	0.118495968322126	0.0857702834337016	192166/13361/22171	3
GO:0008191	metalloendopeptidase inhibitor activity	3/1264	13/22744	0.0322137227314949	0.118495968322126	0.0857702834337016	21858/21859/69550	3
GO:0008484	sulfuric ester hydrolase activity	3/1264	13/22744	0.0322137227314949	0.118495968322126	0.0857702834337016	72043/11883/75612	3
GO:0009982	pseudouridine synthase activity	3/1264	13/22744	0.0322137227314949	0.118495968322126	0.0857702834337016	74467/245474/78697	3
GO:0031402	sodium ion binding	3/1264	13/22744	0.0322137227314949	0.118495968322126	0.0857702834337016	11931/216134/11928	3
GO:0044548	S100 protein binding	3/1264	13/22744	0.0322137227314949	0.118495968322126	0.0857702834337016	12301/11744/11938	3
GO:0005543	phospholipid binding	32/1264	410/22744	0.0337554334629374	0.123228827377103	0.0891960427092709	26362/54153/72183/11749/17912/52635/66895/11744/11752/13196/27226/54525/69601/76561/14066/209131/19679/11746/16438/17304/83671/55925/17207/83436/114713/230597/218952/227449/21825/14369/56305/211978	32
GO:0050661	NADP binding	6/1264	44/22744	0.0337631222131294	0.123228827377103	0.0891960427092709	13361/15926/12972/100198/76238/14261	6
GO:0004713	protein tyrosine kinase activity	13/1264	133/22744	0.0339783795152507	0.123299801640247	0.0892474156188525	13642/26362/12305/13845/17295/14360/14083/18186/13841/13846/14183/13866/244895	13
GO:0001965	G-protein alpha-subunit binding	5/1264	33/22744	0.0341769172990024	0.123299801640247	0.0892474156188525	14063/19735/76123/18220/14062	5
GO:0044769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	5/1264	33/22744	0.0341769172990024	0.123299801640247	0.0892474156188525	11972/11974/11973/11975/114143	5
GO:0003713	transcription coactivator activity	22/1264	262/22744	0.0357767843979793	0.127672304630034	0.0924123403505467	56700/22259/13710/109711/67500/217166/57748/22337/67057/67488/107765/227737/97064/13017/15161/59035/12606/17684/15361/58172/226169/72462	22
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	13/1264	134/22744	0.035794371433022	0.127672304630034	0.0924123403505467	28200/14555/12409/15926/100198/13017/15484/52815/76238/67880/101502/16828/77219	13
GO:0008236	serine-type peptidase activity	18/1264	204/22744	0.0357972453280373	0.127672304630034	0.0924123403505467	56213/19025/19072/11421/17174/76867/83768/14066/54426/18550/12751/18791/50908/232371/22019/100102/50909/72461	18
GO:0044325	ion channel binding	13/1264	135/22744	0.037678624506812	0.133415664046845	0.0965695245317191	12313/26556/12389/109711/109689/14360/223864/66168/15516/83814/192176/213539/20541	13
GO:0042562	hormone binding	11/1264	108/22744	0.0376920586059849	0.133415664046845	0.0965695245317191	22337/15510/53945/331535/110784/18746/11928/18708/76854/14600/15925	11
GO:0003777	microtubule motor activity	9/1264	82/22744	0.037988800768726	0.133960507973929	0.096963895907512	74764/16553/269152/73804/110033/16582/71819/235661/229841	9
GO:0035035	histone acetyltransferase binding	5/1264	34/22744	0.0383003358653723	0.134553239856626	0.0973929297581908	14634/13819/18538/11787/17684	5
GO:0001846	opsonin binding	3/1264	14/22744	0.0393450662069008	0.135185612095505	0.097850656269331	70417/16410/12268	3
GO:0004559	alpha-mannosidase activity	3/1264	14/22744	0.0393450662069008	0.135185612095505	0.097850656269331	17160/230815/108687	3
GO:0005005	transmembrane-ephrin receptor activity	3/1264	14/22744	0.0393450662069008	0.135185612095505	0.097850656269331	13845/13841/13846	3
GO:0033130	acetylcholine receptor binding	3/1264	14/22744	0.0393450662069008	0.135185612095505	0.097850656269331	217379/17069/23936	3
GO:0052742	phosphatidylinositol kinase activity	3/1264	14/22744	0.0393450662069008	0.135185612095505	0.097850656269331	240752/74769/18708	3
GO:0071617	lysophospholipid acyltransferase activity	3/1264	14/22744	0.0393450662069008	0.135185612095505	0.097850656269331	68262/67512/231510	3
GO:0004725	protein tyrosine phosphatase activity	10/1264	96/22744	0.0405317351948641	0.138754626324024	0.10043399616092	15170/19272/24000/19270/13537/19246/12530/19249/245857/18218	10
GO:0043394	proteoglycan binding	5/1264	35/22744	0.0427144696635299	0.14412292282155	0.104319700617102	53867/13030/12824/14268/21923	5
GO:0061980	regulatory RNA binding	5/1264	35/22744	0.0427144696635299	0.14412292282155	0.104319700617102	56200/71701/230594/239528/230738	5
GO:0070717	poly-purine tract binding	5/1264	35/22744	0.0427144696635299	0.14412292282155	0.104319700617102	71701/207214/56878/56403/232164	5
GO:0097472	cyclin-dependent protein kinase activity	5/1264	35/22744	0.0427144696635299	0.14412292282155	0.104319700617102	12534/12575/12428/53886/12443	5
GO:0004386	helicase activity	13/1264	138/22744	0.0437521291130551	0.147094971713425	0.106470942380383	17216/17218/56200/12648/13990/93762/74044/230073/81000/208084/320790/17215/236930	13
GO:0030331	estrogen receptor binding	6/1264	47/22744	0.0447036372997605	0.149757184954198	0.108397917512577	109689/11545/18538/233908/214855/18708	6
GO:0016798	hydrolase activity, acting on glycosyl bonds	12/1264	125/22744	0.0455137534783163	0.151928472464985	0.109969548580311	18010/17939/15211/18538/71665/17160/66190/230815/230379/108687/238023/212974	12
GO:0000295	adenine nucleotide transmembrane transporter activity	3/1264	15/22744	0.0472034009445047	0.152153917821118	0.110132731449468	11740/11666/66972	3
GO:0004198	calcium-dependent cysteine-type endopeptidase activity	3/1264	15/22744	0.0472034009445047	0.152153917821118	0.110132731449468	12336/12333/12337	3
GO:0005346	purine ribonucleotide transmembrane transporter activity	3/1264	15/22744	0.0472034009445047	0.152153917821118	0.110132731449468	11740/11666/66972	3
GO:0015216	purine nucleotide transmembrane transporter activity	3/1264	15/22744	0.0472034009445047	0.152153917821118	0.110132731449468	11740/11666/66972	3
GO:0015923	mannosidase activity	3/1264	15/22744	0.0472034009445047	0.152153917821118	0.110132731449468	17160/230815/108687	3
GO:0016725	oxidoreductase activity, acting on CH or CH2 groups	3/1264	15/22744	0.0472034009445047	0.152153917821118	0.110132731449468	20135/20133/11761	3
GO:0034236	protein kinase A catalytic subunit binding	3/1264	15/22744	0.0472034009445047	0.152153917821118	0.110132731449468	20682/19084/18767	3
GO:0035925	mRNA 3'-UTR AU-rich region binding	3/1264	15/22744	0.0472034009445047	0.152153917821118	0.110132731449468	231207/230738/22695	3
GO:0042813	Wnt-activated receptor activity	3/1264	15/22744	0.0472034009445047	0.152153917821118	0.110132731449468	14368/14369/14366	3
GO:0070402	NADPH binding	3/1264	15/22744	0.0472034009445047	0.152153917821118	0.110132731449468	13361/12972/76238	3
GO:0051721	protein phosphatase 2A binding	5/1264	36/22744	0.0474218699538323	0.152334637043475	0.110263540447808	22352/69601/19246/72590/226517	5
