query.number	significant	p.value	term.size	query.size	overlap.size	precision	recall	term.id	domain	subgraph.number	term.name	relative.depth	intersection	original.query.size
1	TRUE	0.0215	75	886	17	0.019	0.227	KEGG:05100	keg	50	Bacterial invasion of epithelial cells	1	ENSMUSG00000000303,ENSMUSG00000000555,ENSMUSG00000001847,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000008475,ENSMUSG00000009376,ENSMUSG00000017776,ENSMUSG00000022607,ENSMUSG00000025809,ENSMUSG00000026193,ENSMUSG00000028698,ENSMUSG00000033335,ENSMUSG00000036885,ENSMUSG00000037815,ENSMUSG00000042626,ENSMUSG00000050379	1860
1	TRUE	0.01	35	886	11	0.012	0.314	KEGG:00051	keg	10	Fructose and mannose metabolism	1	ENSMUSG00000000628,ENSMUSG00000001642,ENSMUSG00000017390,ENSMUSG00000020277,ENSMUSG00000021196,ENSMUSG00000023456,ENSMUSG00000027227,ENSMUSG00000028307,ENSMUSG00000030695,ENSMUSG00000037012,ENSMUSG00000070284	1860
1	TRUE	0.0341	80	886	17	0.019	0.212	KEGG:01524	keg	44	Platinum drug resistance	1	ENSMUSG00000020184,ENSMUSG00000023067,ENSMUSG00000024122,ENSMUSG00000024151,ENSMUSG00000025069,ENSMUSG00000025194,ENSMUSG00000025934,ENSMUSG00000028698,ENSMUSG00000032348,ENSMUSG00000057329,ENSMUSG00000057367,ENSMUSG00000058135,ENSMUSG00000060803,ENSMUSG00000062312,ENSMUSG00000071369,ENSMUSG00000074183,ENSMUSG00000074604	1860
1	TRUE	0.0195	50	886	13	0.015	0.26	KEGG:00071	keg	7	Fatty acid degradation	1	ENSMUSG00000003809,ENSMUSG00000010651,ENSMUSG00000018796,ENSMUSG00000020777,ENSMUSG00000023832,ENSMUSG00000024132,ENSMUSG00000028138,ENSMUSG00000028607,ENSMUSG00000029455,ENSMUSG00000032281,ENSMUSG00000032883,ENSMUSG00000036880,ENSMUSG00000053644	1860
1	TRUE	6.28e-05	143	886	36	0.041	0.252	KEGG:05206	keg	68	MicroRNAs in cancer	1	ENSMUSG00000000489,ENSMUSG00000000555,ENSMUSG00000004936,ENSMUSG00000005087,ENSMUSG00000005413,ENSMUSG00000007815,ENSMUSG00000009376,ENSMUSG00000010067,ENSMUSG00000017776,ENSMUSG00000020044,ENSMUSG00000020108,ENSMUSG00000020122,ENSMUSG00000020184,ENSMUSG00000020326,ENSMUSG00000020661,ENSMUSG00000022114,ENSMUSG00000023067,ENSMUSG00000023088,ENSMUSG00000023951,ENSMUSG00000024087,ENSMUSG00000025856,ENSMUSG00000028832,ENSMUSG00000028970,ENSMUSG00000032487,ENSMUSG00000033327,ENSMUSG00000038894,ENSMUSG00000039239,ENSMUSG00000040152,ENSMUSG00000040584,ENSMUSG00000042626,ENSMUSG00000044005,ENSMUSG00000050965,ENSMUSG00000057329,ENSMUSG00000059923,ENSMUSG00000062312,ENSMUSG00000067006	1860
1	TRUE	0.0263	103	886	21	0.024	0.204	KEGG:04922	keg	20	Glucagon signaling pathway	1	ENSMUSG00000001175,ENSMUSG00000003865,ENSMUSG00000011752,ENSMUSG00000020277,ENSMUSG00000024042,ENSMUSG00000028645,ENSMUSG00000029167,ENSMUSG00000029513,ENSMUSG00000030102,ENSMUSG00000032294,ENSMUSG00000033059,ENSMUSG00000033953,ENSMUSG00000036438,ENSMUSG00000036879,ENSMUSG00000037112,ENSMUSG00000040618,ENSMUSG00000042406,ENSMUSG00000051177,ENSMUSG00000053007,ENSMUSG00000057897,ENSMUSG00000063229	1860
1	TRUE	6.48e-07	19	886	13	0.015	0.684	KEGG:00100	keg	67	Steroid biosynthesis	1	ENSMUSG00000001467,ENSMUSG00000021273,ENSMUSG00000022351,ENSMUSG00000024799,ENSMUSG00000026600,ENSMUSG00000026675,ENSMUSG00000031168,ENSMUSG00000031349,ENSMUSG00000031604,ENSMUSG00000032018,ENSMUSG00000033105,ENSMUSG00000034926,ENSMUSG00000058454	1860
1	TRUE	0.000874	108	886	27	0.03	0.25	KEGG:04066	keg	61	HIF-1 signaling pathway	1	ENSMUSG00000000628,ENSMUSG00000004936,ENSMUSG00000005413,ENSMUSG00000006494,ENSMUSG00000015340,ENSMUSG00000020009,ENSMUSG00000020122,ENSMUSG00000020277,ENSMUSG00000022400,ENSMUSG00000022797,ENSMUSG00000023067,ENSMUSG00000023951,ENSMUSG00000028645,ENSMUSG00000028698,ENSMUSG00000030695,ENSMUSG00000031987,ENSMUSG00000035105,ENSMUSG00000037012,ENSMUSG00000050965,ENSMUSG00000057329,ENSMUSG00000057666,ENSMUSG00000057897,ENSMUSG00000059040,ENSMUSG00000062070,ENSMUSG00000062312,ENSMUSG00000063229,ENSMUSG00000063524	1860
1	TRUE	0.0354	87	886	18	0.02	0.207	KEGG:04540	keg	62	Gap junction	1	ENSMUSG00000000001,ENSMUSG00000000489,ENSMUSG00000001525,ENSMUSG00000004936,ENSMUSG00000020122,ENSMUSG00000025856,ENSMUSG00000026202,ENSMUSG00000028019,ENSMUSG00000030102,ENSMUSG00000034781,ENSMUSG00000036752,ENSMUSG00000043091,ENSMUSG00000045136,ENSMUSG00000050965,ENSMUSG00000051177,ENSMUSG00000058672,ENSMUSG00000059923,ENSMUSG00000072235	1860
1	TRUE	0.00822	123	886	26	0.029	0.211	KEGG:04722	keg	25	Neurotrophin signaling pathway	1	ENSMUSG00000001175,ENSMUSG00000001847,ENSMUSG00000004936,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000010609,ENSMUSG00000017776,ENSMUSG00000021025,ENSMUSG00000021754,ENSMUSG00000023947,ENSMUSG00000024122,ENSMUSG00000027859,ENSMUSG00000028698,ENSMUSG00000031392,ENSMUSG00000036438,ENSMUSG00000042406,ENSMUSG00000042626,ENSMUSG00000043733,ENSMUSG00000048482,ENSMUSG00000052681,ENSMUSG00000057329,ENSMUSG00000057897,ENSMUSG00000058638,ENSMUSG00000059923,ENSMUSG00000060477,ENSMUSG00000071369	1860
1	TRUE	0.00121	65	886	19	0.021	0.292	KEGG:05230	keg	33	Central carbon metabolism in cancer	1	ENSMUSG00000000628,ENSMUSG00000001918,ENSMUSG00000004936,ENSMUSG00000006494,ENSMUSG00000009376,ENSMUSG00000011752,ENSMUSG00000020122,ENSMUSG00000020277,ENSMUSG00000021196,ENSMUSG00000025161,ENSMUSG00000028645,ENSMUSG00000028698,ENSMUSG00000030849,ENSMUSG00000031400,ENSMUSG00000032294,ENSMUSG00000037012,ENSMUSG00000044005,ENSMUSG00000062312,ENSMUSG00000063229	1860
1	TRUE	0.00288	178	886	36	0.041	0.202	KEGG:05225	keg	42	Hepatocellular carcinoma	1	ENSMUSG00000000126,ENSMUSG00000002109,ENSMUSG00000003308,ENSMUSG00000003849,ENSMUSG00000004936,ENSMUSG00000005413,ENSMUSG00000006728,ENSMUSG00000007613,ENSMUSG00000009376,ENSMUSG00000020122,ENSMUSG00000020250,ENSMUSG00000021253,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000022382,ENSMUSG00000023018,ENSMUSG00000023067,ENSMUSG00000024921,ENSMUSG00000025069,ENSMUSG00000025934,ENSMUSG00000028698,ENSMUSG00000032348,ENSMUSG00000032402,ENSMUSG00000032440,ENSMUSG00000036390,ENSMUSG00000036856,ENSMUSG00000039239,ENSMUSG00000042626,ENSMUSG00000045005,ENSMUSG00000049791,ENSMUSG00000050965,ENSMUSG00000058135,ENSMUSG00000059923,ENSMUSG00000060803,ENSMUSG00000074183,ENSMUSG00000074604	1860
1	TRUE	0.00142	41	886	14	0.016	0.341	KEGG:04216	keg	72	Ferroptosis	1	ENSMUSG00000004270,ENSMUSG00000005413,ENSMUSG00000015340,ENSMUSG00000018796,ENSMUSG00000022797,ENSMUSG00000024661,ENSMUSG00000025283,ENSMUSG00000027602,ENSMUSG00000027737,ENSMUSG00000032350,ENSMUSG00000032883,ENSMUSG00000053897,ENSMUSG00000075706,ENSMUSG00000079037	1860
1	TRUE	0.042	167	886	29	0.033	0.174	KEGG:04530	keg	11	Tight junction	1	ENSMUSG00000001847,ENSMUSG00000004568,ENSMUSG00000006699,ENSMUSG00000006728,ENSMUSG00000007815,ENSMUSG00000020152,ENSMUSG00000020349,ENSMUSG00000020361,ENSMUSG00000021754,ENSMUSG00000022952,ENSMUSG00000024500,ENSMUSG00000024589,ENSMUSG00000025809,ENSMUSG00000026202,ENSMUSG00000028434,ENSMUSG00000029513,ENSMUSG00000031207,ENSMUSG00000032058,ENSMUSG00000038235,ENSMUSG00000043091,ENSMUSG00000047501,ENSMUSG00000053062,ENSMUSG00000061859,ENSMUSG00000062312,ENSMUSG00000068876,ENSMUSG00000070473,ENSMUSG00000071369,ENSMUSG00000072235,ENSMUSG00000090841	1860
1	TRUE	0.0315	99	886	20	0.023	0.202	KEGG:05215	keg	15	Prostate cancer	1	ENSMUSG00000000385,ENSMUSG00000000489,ENSMUSG00000004936,ENSMUSG00000020048,ENSMUSG00000020122,ENSMUSG00000020184,ENSMUSG00000021025,ENSMUSG00000023067,ENSMUSG00000023944,ENSMUSG00000024122,ENSMUSG00000025856,ENSMUSG00000028019,ENSMUSG00000028698,ENSMUSG00000030849,ENSMUSG00000042406,ENSMUSG00000053007,ENSMUSG00000057329,ENSMUSG00000059923,ENSMUSG00000060803,ENSMUSG00000062312	1860
1	TRUE	0.00822	73	886	18	0.02	0.247	KEGG:05214	keg	41	Glioma	1	ENSMUSG00000000489,ENSMUSG00000001175,ENSMUSG00000002109,ENSMUSG00000004936,ENSMUSG00000006728,ENSMUSG00000020122,ENSMUSG00000020184,ENSMUSG00000021453,ENSMUSG00000021668,ENSMUSG00000023067,ENSMUSG00000025856,ENSMUSG00000028698,ENSMUSG00000036390,ENSMUSG00000036438,ENSMUSG00000042626,ENSMUSG00000050965,ENSMUSG00000057897,ENSMUSG00000059923	1860
1	TRUE	1.88e-08	164	886	48	0.054	0.293	KEGG:04141	keg	47	Protein processing in endoplasmic reticulum	1	ENSMUSG00000000826,ENSMUSG00000002015,ENSMUSG00000003814,ENSMUSG00000005312,ENSMUSG00000005483,ENSMUSG00000008604,ENSMUSG00000018442,ENSMUSG00000019802,ENSMUSG00000020048,ENSMUSG00000020368,ENSMUSG00000020484,ENSMUSG00000020571,ENSMUSG00000020715,ENSMUSG00000020794,ENSMUSG00000021484,ENSMUSG00000021785,ENSMUSG00000021831,ENSMUSG00000022136,ENSMUSG00000022365,ENSMUSG00000022400,ENSMUSG00000023944,ENSMUSG00000024807,ENSMUSG00000025130,ENSMUSG00000025408,ENSMUSG00000025823,ENSMUSG00000026203,ENSMUSG00000026663,ENSMUSG00000026864,ENSMUSG00000027248,ENSMUSG00000027422,ENSMUSG00000027642,ENSMUSG00000027828,ENSMUSG00000028426,ENSMUSG00000030036,ENSMUSG00000030082,ENSMUSG00000030104,ENSMUSG00000031668,ENSMUSG00000032115,ENSMUSG00000039234,ENSMUSG00000039530,ENSMUSG00000039703,ENSMUSG00000040435,ENSMUSG00000041355,ENSMUSG00000042406,ENSMUSG00000053317,ENSMUSG00000057329,ENSMUSG00000071369,ENSMUSG00000075701	1860
1	TRUE	0.0106	185	1033	37	0.036	0.2	REAC:R-MMU-6811442	rea	2	Intra-Golgi and retrograde Golgi-to-ER traffic	1	ENSMUSG00000002741,ENSMUSG00000010830,ENSMUSG00000014867,ENSMUSG00000018008,ENSMUSG00000018661,ENSMUSG00000020149,ENSMUSG00000020483,ENSMUSG00000020745,ENSMUSG00000020946,ENSMUSG00000022765,ENSMUSG00000024085,ENSMUSG00000024301,ENSMUSG00000024799,ENSMUSG00000025228,ENSMUSG00000026553,ENSMUSG00000027255,ENSMUSG00000027475,ENSMUSG00000027879,ENSMUSG00000029390,ENSMUSG00000030058,ENSMUSG00000030059,ENSMUSG00000030704,ENSMUSG00000032096,ENSMUSG00000032264,ENSMUSG00000032458,ENSMUSG00000033184,ENSMUSG00000038658,ENSMUSG00000038844,ENSMUSG00000038886,ENSMUSG00000048076,ENSMUSG00000051853,ENSMUSG00000055681,ENSMUSG00000058569,ENSMUSG00000060904,ENSMUSG00000060992,ENSMUSG00000073639,ENSMUSG00000079111	1860
1	TRUE	0.014	117	1033	26	0.025	0.222	REAC:R-MMU-8856688	rea	2	Golgi-to-ER retrograde transport	2	ENSMUSG00000010830,ENSMUSG00000014867,ENSMUSG00000020149,ENSMUSG00000020483,ENSMUSG00000020745,ENSMUSG00000024301,ENSMUSG00000025228,ENSMUSG00000026553,ENSMUSG00000027255,ENSMUSG00000027475,ENSMUSG00000027879,ENSMUSG00000029390,ENSMUSG00000030058,ENSMUSG00000030704,ENSMUSG00000032096,ENSMUSG00000032264,ENSMUSG00000032458,ENSMUSG00000033184,ENSMUSG00000038844,ENSMUSG00000048076,ENSMUSG00000051853,ENSMUSG00000055681,ENSMUSG00000058569,ENSMUSG00000060992,ENSMUSG00000073639,ENSMUSG00000079111	1860
1	TRUE	0.0105	82	1033	21	0.02	0.256	REAC:R-MMU-6811434	rea	2	COPI-dependent Golgi-to-ER retrograde traffic	3	ENSMUSG00000010830,ENSMUSG00000014867,ENSMUSG00000020149,ENSMUSG00000024301,ENSMUSG00000026553,ENSMUSG00000027255,ENSMUSG00000027475,ENSMUSG00000027879,ENSMUSG00000029390,ENSMUSG00000030058,ENSMUSG00000032096,ENSMUSG00000032264,ENSMUSG00000032458,ENSMUSG00000033184,ENSMUSG00000038844,ENSMUSG00000048076,ENSMUSG00000051853,ENSMUSG00000055681,ENSMUSG00000058569,ENSMUSG00000060992,ENSMUSG00000079111	1860
1	TRUE	0.0416	123	1033	25	0.024	0.203	REAC:R-MMU-196849	rea	56	Metabolism of water-soluble vitamins and cofactors	1	ENSMUSG00000001348,ENSMUSG00000001436,ENSMUSG00000018659,ENSMUSG00000018846,ENSMUSG00000020432,ENSMUSG00000020534,ENSMUSG00000020572,ENSMUSG00000021048,ENSMUSG00000021646,ENSMUSG00000023921,ENSMUSG00000025069,ENSMUSG00000027709,ENSMUSG00000028645,ENSMUSG00000029009,ENSMUSG00000029575,ENSMUSG00000032420,ENSMUSG00000032487,ENSMUSG00000032788,ENSMUSG00000037370,ENSMUSG00000037440,ENSMUSG00000040675,ENSMUSG00000040820,ENSMUSG00000041650,ENSMUSG00000063558,ENSMUSG00000064120	1860
1	TRUE	0.044	3	1033	3	0.003	1	REAC:R-MMU-964975	rea	56	Vitamins B6 activation to pyridoxal phosphate	2	ENSMUSG00000018659,ENSMUSG00000032788,ENSMUSG00000063558	1860
1	TRUE	0.0457	13	1033	6	0.006	0.462	REAC:R-MMU-202670	rea	29	ERKs are inactivated	1	ENSMUSG00000002205,ENSMUSG00000003518,ENSMUSG00000019960,ENSMUSG00000020349,ENSMUSG00000031530,ENSMUSG00000032058	1860
1	TRUE	0.00354	283	1033	54	0.052	0.191	REAC:R-MMU-446203	rea	4	Asparagine N-linked glycosylation	1	ENSMUSG00000002043,ENSMUSG00000002741,ENSMUSG00000003814,ENSMUSG00000006517,ENSMUSG00000010830,ENSMUSG00000017760,ENSMUSG00000018442,ENSMUSG00000018661,ENSMUSG00000020149,ENSMUSG00000020346,ENSMUSG00000020368,ENSMUSG00000020483,ENSMUSG00000020946,ENSMUSG00000021484,ENSMUSG00000021785,ENSMUSG00000022365,ENSMUSG00000022757,ENSMUSG00000024085,ENSMUSG00000024150,ENSMUSG00000024807,ENSMUSG00000025228,ENSMUSG00000025650,ENSMUSG00000026553,ENSMUSG00000027248,ENSMUSG00000027255,ENSMUSG00000027465,ENSMUSG00000027879,ENSMUSG00000028426,ENSMUSG00000028541,ENSMUSG00000028673,ENSMUSG00000029378,ENSMUSG00000029390,ENSMUSG00000029407,ENSMUSG00000029992,ENSMUSG00000030036,ENSMUSG00000030058,ENSMUSG00000030104,ENSMUSG00000031196,ENSMUSG00000031749,ENSMUSG00000032096,ENSMUSG00000032458,ENSMUSG00000033184,ENSMUSG00000035704,ENSMUSG00000036820,ENSMUSG00000038886,ENSMUSG00000039234,ENSMUSG00000042428,ENSMUSG00000048076,ENSMUSG00000051853,ENSMUSG00000055681,ENSMUSG00000058569,ENSMUSG00000060992,ENSMUSG00000069601,ENSMUSG00000079111	1860
1	TRUE	0.00354	175	1033	38	0.037	0.217	REAC:R-MMU-948021	rea	4	Transport to the Golgi and subsequent modification	2	ENSMUSG00000002043,ENSMUSG00000002741,ENSMUSG00000010830,ENSMUSG00000018661,ENSMUSG00000020149,ENSMUSG00000020346,ENSMUSG00000020483,ENSMUSG00000020946,ENSMUSG00000021484,ENSMUSG00000022757,ENSMUSG00000024085,ENSMUSG00000024150,ENSMUSG00000025228,ENSMUSG00000025650,ENSMUSG00000026553,ENSMUSG00000027255,ENSMUSG00000027465,ENSMUSG00000027879,ENSMUSG00000028541,ENSMUSG00000028673,ENSMUSG00000029378,ENSMUSG00000029390,ENSMUSG00000029407,ENSMUSG00000030058,ENSMUSG00000031196,ENSMUSG00000032096,ENSMUSG00000032458,ENSMUSG00000033184,ENSMUSG00000038886,ENSMUSG00000039234,ENSMUSG00000042428,ENSMUSG00000048076,ENSMUSG00000051853,ENSMUSG00000055681,ENSMUSG00000058569,ENSMUSG00000060992,ENSMUSG00000069601,ENSMUSG00000079111	1860
1	TRUE	0.00711	145	1033	32	0.031	0.221	REAC:R-MMU-199977	rea	4	ER to Golgi Anterograde Transport	3	ENSMUSG00000002043,ENSMUSG00000002741,ENSMUSG00000010830,ENSMUSG00000018661,ENSMUSG00000020149,ENSMUSG00000020483,ENSMUSG00000020946,ENSMUSG00000021484,ENSMUSG00000022757,ENSMUSG00000024150,ENSMUSG00000025228,ENSMUSG00000025650,ENSMUSG00000026553,ENSMUSG00000027255,ENSMUSG00000027465,ENSMUSG00000027879,ENSMUSG00000029378,ENSMUSG00000029390,ENSMUSG00000029407,ENSMUSG00000030058,ENSMUSG00000031196,ENSMUSG00000032096,ENSMUSG00000032458,ENSMUSG00000033184,ENSMUSG00000039234,ENSMUSG00000048076,ENSMUSG00000051853,ENSMUSG00000055681,ENSMUSG00000058569,ENSMUSG00000060992,ENSMUSG00000069601,ENSMUSG00000079111	1860
1	TRUE	0.00972	87	1033	22	0.021	0.253	REAC:R-MMU-6807878	rea	4	COPI-mediated anterograde transport	4	ENSMUSG00000002741,ENSMUSG00000010830,ENSMUSG00000018661,ENSMUSG00000020149,ENSMUSG00000020483,ENSMUSG00000020946,ENSMUSG00000025228,ENSMUSG00000026553,ENSMUSG00000027255,ENSMUSG00000029390,ENSMUSG00000029407,ENSMUSG00000030058,ENSMUSG00000032096,ENSMUSG00000032458,ENSMUSG00000033184,ENSMUSG00000048076,ENSMUSG00000051853,ENSMUSG00000055681,ENSMUSG00000058569,ENSMUSG00000060992,ENSMUSG00000069601,ENSMUSG00000079111	1860
1	TRUE	0.00711	15	1033	8	0.008	0.533	REAC:R-MMU-8956320	rea	30	Nucleobase biosynthesis	1	ENSMUSG00000011148,ENSMUSG00000013629,ENSMUSG00000015961,ENSMUSG00000022407,ENSMUSG00000022814,ENSMUSG00000026192,ENSMUSG00000029247,ENSMUSG00000062867	1860
1	TRUE	0.0329	12	1033	6	0.006	0.5	REAC:R-MMU-73817	rea	30	Purine ribonucleoside monophosphate biosynthesis	2	ENSMUSG00000011148,ENSMUSG00000015961,ENSMUSG00000022407,ENSMUSG00000026192,ENSMUSG00000029247,ENSMUSG00000062867	1860
1	TRUE	0.0168	266	1033	47	0.045	0.177	REAC:R-MMU-71387	rea	58	Metabolism of carbohydrates	1	ENSMUSG00000000628,ENSMUSG00000001642,ENSMUSG00000003528,ENSMUSG00000003865,ENSMUSG00000005087,ENSMUSG00000010047,ENSMUSG00000010051,ENSMUSG00000016619,ENSMUSG00000017390,ENSMUSG00000019528,ENSMUSG00000020277,ENSMUSG00000020766,ENSMUSG00000021196,ENSMUSG00000021504,ENSMUSG00000021665,ENSMUSG00000022707,ENSMUSG00000023456,ENSMUSG00000025791,ENSMUSG00000027221,ENSMUSG00000027227,ENSMUSG00000028307,ENSMUSG00000028541,ENSMUSG00000028645,ENSMUSG00000028671,ENSMUSG00000030695,ENSMUSG00000031400,ENSMUSG00000031749,ENSMUSG00000032294,ENSMUSG00000032295,ENSMUSG00000034220,ENSMUSG00000034320,ENSMUSG00000035273,ENSMUSG00000035351,ENSMUSG00000035769,ENSMUSG00000036356,ENSMUSG00000036427,ENSMUSG00000036879,ENSMUSG00000037012,ENSMUSG00000040618,ENSMUSG00000041237,ENSMUSG00000041936,ENSMUSG00000059040,ENSMUSG00000061731,ENSMUSG00000062070,ENSMUSG00000062184,ENSMUSG00000063524,ENSMUSG00000079614	1860
1	TRUE	0.0282	68	1033	17	0.016	0.25	REAC:R-MMU-70171	rea	19	Glycolysis	1	ENSMUSG00000000628,ENSMUSG00000016619,ENSMUSG00000017390,ENSMUSG00000020277,ENSMUSG00000021196,ENSMUSG00000023456,ENSMUSG00000028307,ENSMUSG00000030695,ENSMUSG00000032294,ENSMUSG00000035351,ENSMUSG00000036427,ENSMUSG00000037012,ENSMUSG00000041237,ENSMUSG00000059040,ENSMUSG00000062070,ENSMUSG00000063524,ENSMUSG00000079614	1860
1	TRUE	0.00711	23	1033	10	0.01	0.435	REAC:R-MMU-70895	rea	32	Branched-chain amino acid catabolism	1	ENSMUSG00000000340,ENSMUSG00000020534,ENSMUSG00000021238,ENSMUSG00000021646,ENSMUSG00000025260,ENSMUSG00000027332,ENSMUSG00000027709,ENSMUSG00000029776,ENSMUSG00000030802,ENSMUSG00000037826	1860
1	TRUE	0.014	36	1033	12	0.012	0.333	REAC:R-MMU-75105	rea	45	Fatty acyl-CoA biosynthesis	1	ENSMUSG00000003528,ENSMUSG00000018796,ENSMUSG00000020917,ENSMUSG00000025203,ENSMUSG00000027195,ENSMUSG00000028657,ENSMUSG00000031708,ENSMUSG00000032281,ENSMUSG00000032349,ENSMUSG00000032883,ENSMUSG00000037071,ENSMUSG00000041220	1860
1	TRUE	0.0138	51	1033	15	0.015	0.294	REAC:R-MMU-5628897	rea	40	TP53 Regulates Metabolic Genes	1	ENSMUSG00000002496,ENSMUSG00000018326,ENSMUSG00000020108,ENSMUSG00000020250,ENSMUSG00000022285,ENSMUSG00000024953,ENSMUSG00000028691,ENSMUSG00000028945,ENSMUSG00000029513,ENSMUSG00000031400,ENSMUSG00000031584,ENSMUSG00000036427,ENSMUSG00000041658,ENSMUSG00000044005,ENSMUSG00000051391	1860
1	TRUE	0.014	41	1033	13	0.013	0.317	REAC:R-MMU-1566948	rea	14	Elastic fibre formation	1	ENSMUSG00000000555,ENSMUSG00000008999,ENSMUSG00000020522,ENSMUSG00000021253,ENSMUSG00000024940,ENSMUSG00000025185,ENSMUSG00000025809,ENSMUSG00000026971,ENSMUSG00000027087,ENSMUSG00000034205,ENSMUSG00000039239,ENSMUSG00000040488,ENSMUSG00000064080	1860
1	TRUE	0.0395	31	1033	10	0.01	0.323	REAC:R-MMU-2129379	rea	14	Molecules associated with elastic fibres	2	ENSMUSG00000008999,ENSMUSG00000020522,ENSMUSG00000021253,ENSMUSG00000024940,ENSMUSG00000025809,ENSMUSG00000026971,ENSMUSG00000027087,ENSMUSG00000039239,ENSMUSG00000040488,ENSMUSG00000064080	1860
1	TRUE	0.0149	264	1033	47	0.045	0.178	REAC:R-MMU-422475	rea	27	Axon guidance	1	ENSMUSG00000000555,ENSMUSG00000001847,ENSMUSG00000004936,ENSMUSG00000006699,ENSMUSG00000007815,ENSMUSG00000008475,ENSMUSG00000009376,ENSMUSG00000010609,ENSMUSG00000020122,ENSMUSG00000020152,ENSMUSG00000021493,ENSMUSG00000022048,ENSMUSG00000022607,ENSMUSG00000022995,ENSMUSG00000023944,ENSMUSG00000023951,ENSMUSG00000024501,ENSMUSG00000024924,ENSMUSG00000025809,ENSMUSG00000026259,ENSMUSG00000026640,ENSMUSG00000027087,ENSMUSG00000027303,ENSMUSG00000028040,ENSMUSG00000028289,ENSMUSG00000028698,ENSMUSG00000029765,ENSMUSG00000031207,ENSMUSG00000031398,ENSMUSG00000033335,ENSMUSG00000034220,ENSMUSG00000036432,ENSMUSG00000038387,ENSMUSG00000038894,ENSMUSG00000039542,ENSMUSG00000041351,ENSMUSG00000042626,ENSMUSG00000043733,ENSMUSG00000044813,ENSMUSG00000050965,ENSMUSG00000053646,ENSMUSG00000054364,ENSMUSG00000058230,ENSMUSG00000059923,ENSMUSG00000061353,ENSMUSG00000062312,ENSMUSG00000069601	1860
1	TRUE	0.0395	53	1033	14	0.014	0.264	REAC:R-MMU-373755	rea	27	Semaphorin interactions	2	ENSMUSG00000001847,ENSMUSG00000007815,ENSMUSG00000009376,ENSMUSG00000022048,ENSMUSG00000023944,ENSMUSG00000024501,ENSMUSG00000026640,ENSMUSG00000029765,ENSMUSG00000031398,ENSMUSG00000038387,ENSMUSG00000053646,ENSMUSG00000054364,ENSMUSG00000058230,ENSMUSG00000062312	1860
1	TRUE	0.00711	15	1033	8	0.008	0.533	REAC:R-MMU-400685	rea	27	Sema4D in semaphorin signaling	3	ENSMUSG00000001847,ENSMUSG00000007815,ENSMUSG00000009376,ENSMUSG00000038387,ENSMUSG00000053646,ENSMUSG00000054364,ENSMUSG00000058230,ENSMUSG00000062312	1860
1	TRUE	0.00698	8	1033	6	0.006	0.75	REAC:R-MMU-416550	rea	27	Sema4D mediated inhibition of cell attachment and migration	4	ENSMUSG00000001847,ENSMUSG00000007815,ENSMUSG00000009376,ENSMUSG00000038387,ENSMUSG00000053646,ENSMUSG00000058230	1860
1	TRUE	3.13e-05	136	1033	37	0.036	0.272	REAC:R-MMU-8957322	rea	1	Metabolism of steroids	1	ENSMUSG00000001467,ENSMUSG00000001642,ENSMUSG00000006517,ENSMUSG00000020538,ENSMUSG00000020865,ENSMUSG00000021213,ENSMUSG00000021273,ENSMUSG00000021302,ENSMUSG00000021670,ENSMUSG00000022351,ENSMUSG00000022463,ENSMUSG00000023832,ENSMUSG00000024378,ENSMUSG00000024799,ENSMUSG00000026170,ENSMUSG00000026675,ENSMUSG00000027195,ENSMUSG00000027952,ENSMUSG00000029368,ENSMUSG00000031168,ENSMUSG00000031349,ENSMUSG00000031604,ENSMUSG00000032018,ENSMUSG00000033105,ENSMUSG00000033715,ENSMUSG00000034926,ENSMUSG00000035540,ENSMUSG00000041736,ENSMUSG00000041939,ENSMUSG00000044252,ENSMUSG00000046027,ENSMUSG00000047638,ENSMUSG00000058258,ENSMUSG00000058454,ENSMUSG00000059743,ENSMUSG00000071551,ENSMUSG00000093930	1860
1	TRUE	6.53e-13	27	1033	21	0.02	0.778	REAC:R-MMU-191273	rea	1	Cholesterol biosynthesis	2	ENSMUSG00000001467,ENSMUSG00000006517,ENSMUSG00000021273,ENSMUSG00000021302,ENSMUSG00000021670,ENSMUSG00000022351,ENSMUSG00000023832,ENSMUSG00000024799,ENSMUSG00000026675,ENSMUSG00000027952,ENSMUSG00000031168,ENSMUSG00000031349,ENSMUSG00000031604,ENSMUSG00000032018,ENSMUSG00000033105,ENSMUSG00000034926,ENSMUSG00000041939,ENSMUSG00000058258,ENSMUSG00000058454,ENSMUSG00000059743,ENSMUSG00000093930	1860
1	TRUE	0.0106	4	1033	4	0.004	1	REAC:R-MMU-6807062	rea	1	Cholesterol biosynthesis via lathosterol	3	ENSMUSG00000031168,ENSMUSG00000032018,ENSMUSG00000034926,ENSMUSG00000058454	1860
1	TRUE	0.0106	4	1033	4	0.004	1	REAC:R-MMU-6807047	rea	1	Cholesterol biosynthesis via desmosterol	3	ENSMUSG00000031168,ENSMUSG00000032018,ENSMUSG00000034926,ENSMUSG00000058454	1860
