	groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	GFP	Vpr	log2fold_Vpr_GFP	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.QMCDP007A3_pWPIonly_S1	countData.QMCDP008AB_pWPIonly_S2	countData.QMCDP009AJ_pWPIonly_S3	countData.QMCDP010AM_pWPIHXB_S1	countData.QMCDP011AU_pWPIHXB_S2	countData.QMCDP012A4_pWPIHXB_S3	transcripts	gene_name
98	ENSG00000125354	E001	616.528576535472	0.00308022467489298	28.2948106187916	1.0417488578453e-07	0.000438984955243257	29.1007775458692	26.6809382496893	-0.489876720552962	X	118749687	118750674	988	-	564	871	724	432	551	683	ENST00000360156	SEPT6
99	ENSG00000125354	E006	1913.34616458505	0.000203063713690561	22.6509404896701	1.94265107753844e-06	0.00452852632675036	36.4338304825399	35.9056199144073	-0.103525944393489	X	118751602	118752675	1074	-	1634	2403	1869	1422	2145	2383	c("ENST00000354416", "ENST00000343984", "ENST00000394610")	SEPT6
100	ENSG00000125354	E009	2319.84666539964	0.00248644254059458	13.8775742483632	0.000195112747447649	0.0882511849396791	36.7566737763389	38.1591685808841	0.274195166442849	X	118753272	118754014	743	-	1871	2450	1861	1969	3059	3094	c("ENST00000354416", "ENST00000394610", "ENST00000467310")	SEPT6
101	ENSG00000125462	E044	4.48699166314148	0.0163186675930114	13.6704388467865	0.000217857020695009	0.0930401261668354	5.27757973401132	2.32572806541529	-2.41239416121293	1	156391347	156391544	198	-	4	8	11	1	2	2	c("ENST00000464203", "ENST00000486517", "ENST00000482932", "ENST00000497822", "ENST00000463309", "ENST00000465270")	C1orf61
102	ENSG00000125779	E014	35.1852816288244	0.00276415300995415	14.1506785667747	0.000168736233491892	0.0834415146564026	11.2992412817195	9.11979840135564	-0.711087357553295	20	3899318	3899436	119	+	49	47	50	20	29	23	c("ENST00000336066", "ENST00000316562", "ENST00000497424", "ENST00000495692", "ENST00000610179")	PANK2
103	ENSG00000127399	E001	13.7761042324788	0.00663479438263744	18.9625001458213	1.33312980945723e-05	0.017899887811511	5.00779318058746	8.34215422361055	1.56685114794855	7	150019728	150020301	574	+	10	8	6	11	25	25	ENST00000471872	LRRC61
104	ENSG00000128050	E003	9.84211842377509	0.0125899989862292	14.8101512075409	0.0001188937875767	0.0692636553203449	4.29973040002291	7.44090450423361	1.66087840398427	4	57301918	57302094	177	+	8	12	3	17	11	8	c("ENST00000514888", "ENST00000264221", "ENST00000505164")	PAICS
105	ENSG00000128699	E009	57.3755651079848	0.00761146431040956	16.5582840320702	4.71774419232389e-05	0.0403816788437024	11.3138804882726	14.0845590944014	0.776431062058607	2	190647329	190647739	411	-	44	49	48	52	69	90	c("ENST00000458355", "ENST00000325795")	ORMDL1
106	ENSG00000128699	E011	48.7371252895891	0.00744697985212413	16.3583356329778	5.2425077104266e-05	0.0425466392422043	10.4852726103693	13.2564714712926	0.812417688046393	2	190647850	190648108	259	-	41	39	38	44	60	77	c("ENST00000325795", "ENST00000442547")	ORMDL1
107	ENSG00000129968	E010	137.301068014684	0.00224626518351933	19.4560021875663	1.02943827619535e-05	0.0154257652941904	16.520129317842	18.4912492151615	0.461556288827015	19	1878904	1879919	1016	-	86	100	118	117	207	214	c("ENST00000588598", "ENST00000591351")	ABHD17A
108	ENSG00000130723	E025	256.429197127682	0.00115742190482043	17.1322377487469	3.48654628354493e-05	0.0321152881573515	20.913822808972	22.4295222104414	0.326587734704653	9	134351317	134351922	606	+	182	267	164	194	362	423	c("ENST00000451855", "ENST00000357304", "ENST00000372249")	PRRC2B
109	ENSG00000130811	E024	39.643096395259	0.0178041232943407	16.1172743021775	5.95384835743978e-05	0.0462635130310509	9.06766786351409	12.7133160721983	1.13987097051718	19	10227865	10228266	402	-	20	39	31	31	65	59	ENST00000589674	EIF3G
110	ENSG00000130921	E019	263.850592036857	0.00365048764621123	15.0409974665898	0.000105200848048717	0.0636796426183068	22.3965246400694	21.4843248300329	-0.195758733127953	12	123741510	123742118	609	+	270	304	362	195	241	250	c("ENST00000253233", "ENST00000429587", "ENST00000366329")	C12orf65
111	ENSG00000132507	E017	32.7145990864624	0.0133762527207219	30.3153376324497	3.67210715926715e-08	0.000211749160307172	7.89277484060862	12.3731403058156	1.48641232287834	17	7213421	7213772	352	+	29	28	21	34	42	46	ENST00000355068	EIF5A
112	ENSG00000133740	E028	178.389231633766	0.00862867553227504	16.4455651321012	5.0067171423864e-05	0.0412440559063263	18.3139836716653	20.4020898739843	0.468528873559524	8	86126754	86128353	1600	+	172	178	284	128	148	182	ENST00000519128	E2F5
113	ENSG00000134453	E004	4.12840303197515	0.0138903638446589	16.249446793901	5.55258047951589e-05	0.044352286366335	2.01663242878374	5.20552330052235	2.78546663931238	10	6131309	6131934	626	+	1	0	3	4	8	9	ENST00000446108	RBM17
114	ENSG00000134779	E008	326.748737761769	0.0142531646454305	21.8492071477085	2.9493844301839e-06	0.00609698975358128	21.0599391552309	25.0976134543656	0.854519856099021	18	34374069	34376034	1966	-	265	235	196	456	383	430	ENST00000334295	TPGS2
115	ENSG00000134954	E010	317.29384553513	0.00186588577901492	13.9042112145699	0.00019236697566483	0.088184563128829	22.497389311928	23.584873152977	0.229996375107659	11	128350086	128350295	210	-	234	309	197	283	403	532	c("ENST00000392668", "ENST00000535549", "ENST00000319397")	ETS1
116	ENSG00000135452	E003	5.56729288525352	0.0279421432743943	33.0593212870084	8.93894711464073e-09	6.52912615849512e-05	1.51607913463486	5.92645695751105	4.00381643313167	12	58133649	58133753	105	+	0	1	1	10	7	14	c("ENST00000550528", "ENST00000547311")	TSPAN31
117	ENSG00000135604	E002	69.2034993190946	0.0172005076432031	15.4995493205144	8.25249274031411e-05	0.054797552097836	14.0363166284172	13.4357892144004	-0.159781870303732	6	144507760	144509507	1748	+	95	65	50	80	78	52	ENST00000367568	STX11
118	ENSG00000135720	E027	61.9186301737593	0.00284212380542949	18.2836045735351	1.90338309733102e-05	0.0219600733501624	11.5686732874317	13.71775029216	0.603207639937541	16	66766541	66767449	909	-	36	49	23	64	103	105	ENST00000567499	DYNC1LI2
119	ENSG00000135778	E007	50.1727503599307	0.00341889747901395	14.7304162499092	0.00012402915008184	0.0704890131621183	12.639281307471	10.8676007964997	-0.521783551472743	1	233091303	233091403	101	+	70	83	66	28	36	30	c("ENST00000479125", "ENST00000366627", "ENST00000366628", "ENST00000490807")	NTPCR
120	ENSG00000135801	E003	259.825744851202	0.000862781151982267	22.4994111716089	2.10208021635857e-06	0.00470016556458527	22.4074867719285	21.3855178348997	-0.219457405306199	1	229734941	229737941	3001	-	271	351	283	186	267	252	ENST00000366675	TAF5L
121	ENSG00000135845	E008	30.8901561551091	0.0161718790519311	32.2786588703814	1.33572356054448e-08	9.14653404627337e-05	7.26331565406872	11.9363735328285	1.6208133544809	1	172362274	172363550	1277	-	13	24	17	29	48	59	ENST00000484368	PIGC
122	ENSG00000135899	E001	155.41767652588	0.00558796318788591	17.1313481935377	3.4881795610931e-05	0.0321152881573515	16.9975403322742	19.3079167598629	0.532446826392651	2	231032009	231033633	1625	-	94	133	88	125	229	293	ENST00000477068	SP110
123	ENSG00000135931	E050	62.6887503703832	0.00409004147828009	21.0012732298085	4.58978251409633e-06	0.00897974556802539	12.0655407882727	14.1308786910294	0.566643735795238	2	232236931	232239548	2618	+	50	50	51	64	89	78	ENST00000483477	ARMC9
124	ENSG00000135972	E001	27.2746048818606	0.00353672537066254	13.496406201131	0.000239020782628157	0.0978944142172102	9.87835560393164	7.48738708507734	-0.886889733440002	2	105654441	105654685	245	+	40	38	53	11	14	13	ENST00000258455	MRPS9
125	ENSG00000136709	E007	368.386387060175	0.0076578833273956	16.6657841394423	4.45778251577787e-05	0.0390722854394924	22.9021698948362	25.4981329106336	0.54201074984538	2	128476839	128477927	1089	-	308	403	262	324	445	532	ENST00000322313	WDR33
126	ENSG00000136709	E020	273.927766776668	0.00378846952019049	14.2031216770955	0.000164098054513271	0.0828304487899485	23.0884916340483	21.2832356085157	-0.386156056707724	2	128520734	128522401	1668	-	331	329	331	205	241	251	ENST00000409658	WDR33
127	ENSG00000136758	E023	58.4300244782106	0.00241451210848909	15.6437851274696	7.64634514690552e-05	0.0531575802257663	13.8122124804105	11.4703155318168	-0.657631723300543	10	27434520	27436426	1907	-	88	74	81	29	45	46	ENST00000477432	YME1L1
128	ENSG00000136950	E005	51.5051187471311	0.005664401574428	14.1262526524241	0.000170941362888128	0.0839851013486507	10.9418233037249	13.4868893016739	0.731409668765161	9	127634868	127635970	1103	+	40	58	41	51	65	61	ENST00000465124	ARPC5L
129	ENSG00000137135	E004	221.217373643509	0.0052075182094686	25.3864841480801	4.69193958954624e-07	0.00142793968141629	19.4929803732039	21.9205212452346	0.531317113264231	9	35660091	35660964	874	-	156	172	232	197	268	327	c("ENST00000490638", "ENST00000378387", "ENST00000475323", "ENST00000378395", "ENST00000343259")	ARHGEF39
130	ENSG00000137135	E008	32.3226021162018	0.0120042825477938	16.0690833399889	6.10730203441397e-05	0.0464672378815599	11.3187740663082	8.56865233192036	-0.917335748694109	9	35661835	35661999	165	-	32	53	49	12	22	35	c("ENST00000490638", "ENST00000378387", "ENST00000475323", "ENST00000378395", "ENST00000490970", "ENST00000343259", "ENST00000488918")	ARHGEF39
131	ENSG00000137312	E023	13.7526521649373	0.00907968666898666	14.5963779981986	0.000133170256969991	0.0740629426098788	5.07481959763576	8.03085209895369	1.40656931939085	6	30709131	30709390	260	-	6	10	7	19	18	23	c("ENST00000484168", "ENST00000484693")	FLOT1
132	ENSG00000137871	E059	6.80087402236691	0.0111969554970424	15.0168522161544	0.000106555386330272	0.0641451716325125	3.33195301038366	6.25311873143215	1.87615610364972	15	57178368	57180122	1755	-	1	3	7	4	11	16	ENST00000561122	ZNF280D
133	ENSG00000138085	E002	6.46172212819151	0.0123269051152925	14.4559535730719	0.000143475616624199	0.0770562524930416	5.73958126109825	2.62755902008979	-2.31008598504038	2	27435045	27435178	134	+	9	13	13	4	1	0	c("ENST00000484646", "ENST00000380171")	ATRAID
134	ENSG00000138641	E001	176.070132407166	0.0121068877688233	16.4811760992021	4.91354942660506e-05	0.0407832047180079	20.8186475945005	17.6544338308588	-0.712293046595194	4	89442199	89443185	987	+	225	204	227	149	144	129	ENST00000601319	HERC3
135	ENSG00000138688	E019	5.42054113882054	0.0102804888087937	14.0066896795501	0.000182161382879085	0.0860257130646477	2.32328379714484	5.29761680308177	2.42683836365598	4	123128265	123128420	156	+	1	3	0	7	11	11	c("ENST00000388738", "ENST00000264501", "ENST00000424425", "ENST00000495260", "ENST00000455637")	KIAA1109
136	ENSG00000138698	E039	23.6554486810896	0.0249898090877931	16.8896034537686	3.96179858739906e-05	0.0352896403928956	10.155563759952	6.10561470085216	-1.60681400133395	4	99317092	99318060	969	+	48	29	40	12	7	10	ENST00000514139	RAP1GDS1
137	ENSG00000138777	E039	42.5184825551727	0.0369676220429039	18.4595995199874	1.73544444422528e-05	0.020894369692111	8.98122913725976	13.7909170246886	1.46393697768263	4	106394515	106394866	352	-	51	34	26	43	49	57	c("ENST00000502596", "ENST00000505713")	PPA2
138	ENSG00000139436	E002	175.658900640101	0.0151515509080063	17.0204340169907	3.697969926036e-05	0.0337630817530297	17.9493592593974	20.3072517539331	0.531661994352691	12	110367609	110370419	2811	-	121	189	107	171	219	275	c("ENST00000343646", "ENST00000361006", "ENST00000360185", "ENST00000338373", "ENST00000356259", "ENST00000354574", "ENST00000457474", "ENST00000355312")	GIT2
139	ENSG00000139625	E037	14.8184618399683	0.00585581372604833	30.9797591519633	2.60733409786381e-08	0.000158702632461197	8.99079729593738	5.0536901493456	-1.77924149291925	12	53881213	53881693	481	-	22	17	26	5	11	11	ENST00000552365	MAP3K12
140	ENSG00000140374	E018	10.3007651514865	0.00639571363561866	13.4434993151186	0.000245856607146797	0.0979495784767014	4.50866733459463	7.2356143489619	1.43293570367265	15	76522845	76523673	829	-	7	6	8	13	14	14	ENST00000559075	ETFA
141	ENSG00000140471	E004	28.3370603239344	0.00575513871730541	14.7752806148835	0.000121112772286889	0.0694730762162102	8.00125157769651	10.5577216103849	0.899417794179442	15	101107119	101109439	2321	-	22	25	12	33	39	42	ENST00000314742	LINS
142	ENSG00000140548	E013	455.118623175061	0.00387965435980749	13.4532550587243	0.000244581466753208	0.0978944142172102	26.2351796219586	25.2214096187831	-0.208528110255175	15	90622892	90624693	1802	+	427	497	350	362	508	673	ENST00000268154	ZNF710
143	ENSG00000141040	E001	100.930257758324	0.0407855704946518	13.9119814062716	0.000191573372244943	0.088184563128829	13.3673621754403	18.0440644669649	1.16000247701376	17	16454701	16456423	1723	-	64	94	64	96	128	175	c("ENST00000395825", "ENST00000395824")	ZNF287
144	ENSG00000141556	E020	125.305408196877	0.00137760236181028	29.5432000913617	5.46841659245697e-08	0.000272332117592168	15.91233872512	18.4377693594381	0.596872107607495	17	80828100	80828256	157	+	101	119	114	99	170	169	c("ENST00000574801", "ENST00000397466", "ENST00000539345", "ENST00000576160", "ENST00000571712", "ENST00000576996", "ENST00000355528")	TBCD
145	ENSG00000141736	E081	28.9571805732822	0.00803983661408363	19.4699504711529	1.02194803894405e-05	0.0154257652941904	10.7561172106803	8.26859586192721	-0.857927797390398	17	37886276	37886679	404	+	30	30	44	26	26	20	ENST00000584888	ERBB2
146	ENSG00000142168	E006	25.8224974519072	0.0248992829300384	18.8261414372719	1.43191034951099e-05	0.0186765430610861	6.96587120732542	11.2961436933589	1.56060163726834	21	33032155	33033021	867	+	25	21	14	30	37	30	ENST00000470944	SOD1
147	ENSG00000142186	E041	54.960025854565	0.00294952660300641	15.0411964419056	0.000105189757914334	0.0636796426183068	13.4340234247106	11.2600194718777	-0.619803884196575	11	65305480	65305653	174	+	74	62	86	31	42	44	c("ENST00000420247", "ENST00000528545", "ENST00000525364", "ENST00000532290", "ENST00000533862", "ENST00000279270", "ENST00000527009", "ENST00000534462", "ENST00000270176", "ENST00000524944")	SCYL1
148	ENSG00000143093	E042	7.68841218717079	0.00909027971380521	13.9702971414227	0.000185721638092311	0.0867643319890358	3.50910137340551	6.3872717632494	1.78894325884626	1	110597264	110597424	161	+	4	5	2	9	10	17	ENST00000473429	STRIP1
149	ENSG00000143429	E002	23.5017154341353	0.0063030201834662	15.1741431959845	9.80366984514632e-05	0.061730441124938	7.46245668038207	9.7214176398788	0.844662864930097	2	91816787	91816979	193	-	16	24	12	26	31	35	ENST00000608501	AC027612.6
150	ENSG00000143429	E012	19.6490532065703	0.00508334036950948	13.9664589827919	0.000186101184876357	0.0867643319890358	9.38547663972879	6.3281785589747	-1.23862780428901	2	91843405	91843528	124	-	32	26	28	10	13	13	c("ENST00000544283", "ENST00000608531", "ENST00000609777", "ENST00000423774", "ENST00000608501", "ENST00000271699")	AC027612.6
151	ENSG00000143641	E018	8.76456532233241	0.00732075280537571	16.5286411937912	4.79207243763777e-05	0.0404194627118953	3.79737251832453	6.87774361894617	1.78390975123483	1	230397612	230397696	85	+	3	6	4	4	18	20	ENST00000485438	GALNT2
152	ENSG00000143641	E019	141.405984330375	0.00855282596887476	31.065509647297	2.49464979777741e-08	0.000158702632461197	15.5898920862223	19.8405778371178	0.992397043485249	1	230397697	230398318	622	+	56	127	121	70	218	292	c("ENST00000485438", "ENST00000492568")	GALNT2
153	ENSG00000145907	E009	7.31899368027751	0.00778791134257474	19.9846988788034	7.80643486218811e-06	0.0133095065013736	3.35423974012312	6.40838048834807	1.93154512660253	5	151151840	151152064	225	+	3	4	4	10	12	11	ENST00000520006	G3BP1
154	ENSG00000146281	E002	26.9022470013326	0.00379330228284747	18.1290236020295	2.06430870493186e-05	0.0228454333666409	8.08980155585043	10.5026803455228	0.847160280995756	6	89858984	89859132	149	+	21	34	19	25	36	31	ENST00000275072	PM20D2
155	ENSG00000146776	E001	57.8506100334557	0.0201337544599548	14.1949625828666	0.000164811137403559	0.0828304487899485	10.6871362633369	14.0049147639368	0.948580036490309	7	105245514	105248217	2704	-	34	49	19	46	109	102	ENST00000419735	ATXN7L1
156	ENSG00000148019	E014	7.39640038961678	0.0254971580057016	18.8663846703044	1.40201632085414e-05	0.0185069532705326	6.59492382107133	3.35342704572022	-2.02019784893505	9	80863207	80863271	65	+	8	13	14	4	0	7	c("ENST00000376598", "ENST00000277082", "ENST00000424347", "ENST00000536374", "ENST00000415759", "ENST00000376597")	CEP78
157	ENSG00000148019	E019	6.50561558672955	0.0139835679680406	15.5070900731671	8.21963712493474e-05	0.054797552097836	6.03865707893882	3.3521594662915	-1.75212140699389	9	80868148	80868193	46	+	9	7	13	3	4	4	c("ENST00000376598", "ENST00000277082", "ENST00000424347", "ENST00000415759", "ENST00000376597")	CEP78
158	ENSG00000149091	E001	14.389603813114	0.00522764745139349	20.275220192992	6.70635566006045e-06	0.0120452744070089	4.865748086551	8.34268579443237	1.65307337104385	11	46354455	46355037	583	+	8	7	5	11	27	31	ENST00000343674	DGKZ
159	ENSG00000150637	E018	7.29715621240106	0.00963107823514719	16.9247935426717	3.88902908225485e-05	0.03521403341405	2.81949343394449	6.2049483216407	2.34118843052494	18	67614769	67615089	321	-	2	4	0	4	12	24	ENST00000582621	CD226
160	ENSG00000151474	E016	31.7957557526998	0.0223210859196958	15.5744153985545	7.93206663218719e-05	0.0545679011790483	7.99059921591553	11.7189289676087	1.25835119635376	10	13712406	13712528	123	-	12	27	28	25	49	55	c("ENST00000358621", "ENST00000264546", "ENST00000378503", "ENST00000357447")	FRMD4A
161	ENSG00000151498	E014	12.613742920151	0.0151243413494397	20.1719076453641	7.07848730063168e-06	0.0123100512005049	4.49817269127563	8.01880129015148	1.76164864060528	11	134126543	134126804	262	+	6	8	4	11	19	30	ENST00000525961	ACAD8
162	ENSG00000151503	E064	98.6652106043838	0.00217054238356629	19.9628499308909	7.89614941849625e-06	0.0133095065013736	14.6898134013679	16.8518615745447	0.532903375905841	11	134094991	134095348	358	-	84	105	90	85	122	121	c("ENST00000532445", "ENST00000534227")	NCAPD3
163	ENSG00000151690	E026	20.4425325709129	0.00593210200946991	15.2841534344621	9.24891580843652e-05	0.0589145182444141	9.68591611278622	6.76209761445835	-1.13812236334203	2	191366840	191367041	202	+	25	35	20	13	16	19	c("ENST00000281416", "ENST00000392328")	MFSD6
164	ENSG00000152102	E007	17.0283625910957	0.00477577764746471	16.0731640649563	6.09415510946729e-05	0.0464672378815599	5.83893165674617	8.46219811808833	1.15005537158521	2	131840150	131840230	81	-	10	13	4	20	30	27	c("ENST00000389915", "ENST00000409185")	FAM168B
165	ENSG00000152234	E037	7.07616347869637	0.0337999620797633	13.8229956819735	0.00020086274025105	0.0894590388105105	3.38108263578023	6.57528627942197	1.9869472876843	18	43674666	43674945	280	-	4	4	5	8	7	15	ENST00000588390	ATP5A1
166	ENSG00000152904	E014	59.9147209708402	0.00268763905264776	14.4857385021262	0.000141224696890795	0.0770562524930416	12.119574370225	13.7899850067356	0.461235006509053	1	235493300	235493819	520	+	59	49	60	57	78	62	ENST00000476121	GGPS1
167	ENSG00000153015	E002	129.664247760419	0.00194518590399092	14.4663492622866	0.000142685914422552	0.0770562524930416	16.6321012330167	18.1559614971937	0.357775055415313	5	64064773	64065015	243	+	135	144	138	119	136	122	c("ENST00000508024", "ENST00000381070")	CWC27
168	ENSG00000153283	E019	7.66643879609454	0.0466335847065442	15.5305414558417	8.11829639125325e-05	0.0545679011790483	6.8451356039937	3.37994484196388	-2.11166764417164	3	111298082	111298306	225	+	8	11	16	5	3	4	ENST00000465428	CD96
169	ENSG00000153283	E024	15.5336605497268	0.0208376784563783	28.6227834220538	8.79413594313046e-08	0.000401459634250525	9.31183313975985	5.09383186786547	-1.86910223760535	3	111325640	111325925	286	+	23	24	22	7	12	9	ENST00000438817	CD96
170	ENSG00000153310	E001	217.512009889769	0.00710428618448033	20.7557827566902	5.21737915365759e-06	0.00985562922125918	19.2578055186398	22.0677808042003	0.615612970447556	8	130851839	130853715	1877	-	177	216	203	227	225	279	ENST00000519824	FAM49B
171	ENSG00000154217	E002	79.4470386678602	0.00263736335615652	14.3527236778041	0.000151560282926497	0.0798329217211197	15.2780114923788	13.827937015028	-0.37319886611002	17	65373924	65374270	347	+	53	94	80	58	99	108	c("ENST00000299954", "ENST00000335257", "ENST00000580974")	PITPNC1
172	ENSG00000154832	E055	17.9485492573684	0.0412312336378674	49.2792828021325	2.21994638894366e-12	8.10739220884817e-08	2.65793534885082	10.086225337178	4.04829907056963	18	47814072	47814674	603	-	1	3	2	18	37	49	ENST00000285106	CXXC1
173	ENSG00000155111	E001	870.162314954188	0.00700406194220948	24.2763672488091	8.34567570884498e-07	0.00240623400529598	29.6820962304093	30.4678085018593	0.157105695262459	6	110931181	110935470	4290	-	548	767	658	739	1124	1527	c("ENST00000368911", "ENST00000323817")	CDK19
174	ENSG00000155111	E016	111.661442033189	0.0395611520097821	25.9909811536785	3.43016044517188e-07	0.00113392028544928	19.869584850848	12.8046682452066	-1.72723419760524	6	111134362	111135327	966	-	118	123	226	46	71	105	c("ENST00000468997", "ENST00000497709")	CDK19
175	ENSG00000156171	E014	7.54650005810097	0.0085481945481403	18.0836879942487	2.11404794984164e-05	0.0229326060871831	3.33539542914678	6.61976588560615	2.04755808292922	1	111665238	111665265	28	-	5	2	4	7	15	13	ENST00000496430	DRAM2
176	ENSG00000156482	E001	6.83303085024006	0.0282895922889446	13.87159724208	0.000195734268636407	0.0882511849396791	3.27723641660323	6.34726771294842	1.97034741927765	8	99037079	99037966	888	-	3	4	4	6	11	14	ENST00000518164	RPL30
177	ENSG00000156508	E022	2589.99739327344	0.0883833696558033	14.9829442774516	0.000108487295678892	0.0643747719702753	40.7600350498727	30.9675328291045	-1.92289650184613	6	74229783	74230722	940	-	4761	6757	2848	546	770	981	ENST00000316292	EEF1A1
178	ENSG00000158477	E002	410.803062673281	0.00875458350813705	17.5106029775667	2.85709872040867e-05	0.0289842083338347	23.835450320864	25.8188312918597	0.411412694162667	1	158224874	158225140	267	+	233	431	311	280	634	665	ENST00000289429	CD1A
179	ENSG00000158604	E003	318.301089619828	0.00204697631940823	17.1839229805322	3.39295702842181e-05	0.0318638235634875	22.6273947920898	23.9199752358809	0.272612805951685	7	44619503	44620691	1189	-	281	354	327	277	339	378	c("ENST00000477639", "ENST00000481238")	TMED4
180	ENSG00000158805	E008	12.0425860056312	0.00980157720534106	18.2812773015893	1.90570989452048e-05	0.0219600733501624	4.40721942959622	7.79274166292775	1.73226525133348	16	89789277	89789544	268	+	6	4	7	10	17	30	ENST00000561536	ZNF276
181	ENSG00000160584	E025	12.4153776027186	0.0114654204204548	13.8623848310356	0.000196696133049622	0.0883214005294371	8.03865743852313	5.09689226561168	-1.39663531977134	11	116739508	116740856	1349	-	13	25	14	4	9	14	ENST00000413553	SIK3
182	ENSG00000160888	E003	121.195668393132	0.0219685745606047	24.2066654628616	8.65322844240215e-07	0.00243093593488837	19.4056209720728	14.5136550779401	-1.16711376122082	19	13262789	13263757	969	+	163	169	136	75	97	114	ENST00000588173	IER2
183	ENSG00000161013	E054	17.443757433074	0.00621529930993008	17.2224324619019	3.32487094122767e-05	0.0316764791358944	5.89872329591623	9.03112893550288	1.32783337980351	5	179230413	179230776	364	-	9	13	10	9	34	34	ENST00000521305	MGAT4B
184	ENSG00000161381	E001	7.8638680283139	0.0147168530633157	15.9063747456969	6.65541751032242e-05	0.0484982415912997	3.5897485427054	6.19159142714134	1.62714627867393	17	37219556	37223382	3827	-	5	2	3	4	15	20	ENST00000315392	PLXDC1
185	ENSG00000161526	E061	233.246684438429	0.00107968758895716	16.3109889417328	5.37513389304699e-05	0.0433022367345599	20.7092731131566	21.6372851127954	0.201463876397326	17	73702905	73704134	1230	+	162	231	297	171	281	292	c("ENST00000584667", "ENST00000582022", "ENST00000355423")	SAP30BP
186	ENSG00000162129	E011	22.7562664483459	0.00341478891149942	13.7677480974828	0.000206857140508988	0.089935246144626	9.47114288535424	7.22680867943988	-0.859261685584972	11	72006536	72006692	157	-	36	35	29	12	14	16	c("ENST00000535990", "ENST00000538021", "ENST00000543042", "ENST00000544382", "ENST00000535477", "ENST00000340729", "ENST00000437826", "ENST00000294053", "ENST00000538039")	CLPB
187	ENSG00000162367	E017	60.7584122883622	0.00269964700299075	17.5711161952268	2.76760259596748e-05	0.0283386986560176	11.5246853856413	13.7649293284899	0.628849660179113	1	47697329	47697387	59	-	45	36	33	63	83	111	ENST00000371884	TAL1
188	ENSG00000163161	E004	21.1263678470768	0.00369279611478447	14.0881503629165	0.000174439271158712	0.0843118882172708	6.86624667718385	9.44185949636799	1.00760495957732	2	128017025	128018803	1779	-	17	16	12	26	30	27	ENST00000491292	ERCC3
189	ENSG00000164211	E010	37.561187317987	0.00328824628800892	13.4633885413752	0.000243264009798364	0.0978944142172102	9.44021745357811	11.7925670652399	0.74585406107618	5	110836329	110836685	357	-	32	35	23	39	49	52	c("ENST00000509887", "ENST00000511436", "ENST00000502322", "ENST00000510346", "ENST00000511569")	STARD4
190	ENSG00000164919	E013	619.55451274284	0.00207205775090318	15.0816493976171	0.000102959323921797	0.0636091178627866	27.3994926815401	28.3279793198325	0.187962065370622	8	100904136	100904275	140	-	548	580	999	504	614	525	c("ENST00000517682", "ENST00000522940", "ENST00000520517", "ENST00000522934", "ENST00000518171", "ENST00000297564", "ENST00000523016", "ENST00000524245", "ENST00000520271", "ENST00000520468")	COX6C
191	ENSG00000164975	E018	303.669518028275	0.0203556681918908	14.3300989283709	0.000153392608634455	0.0800285761295628	24.9855091057057	20.6501759373567	-0.920727778648496	9	15460312	15461628	1317	+	276	457	453	144	265	300	ENST00000380821	SNAPC3
192	ENSG00000164975	E020	217.857397537922	0.00344682667080557	14.3037094141191	0.000155558039386289	0.0804892066149358	20.0736420145192	21.2151801250518	0.249990520500409	9	15461804	15462458	655	+	193	198	184	196	260	306	c("ENST00000490969", "ENST00000380821")	SNAPC3
193	ENSG00000165609	E028	13.4151079987103	0.00638294525757429	19.3205989702502	1.1050772025021e-05	0.0156300800233947	5.11911888488784	8.23618570682201	1.46041673806582	10	12237869	12238123	255	-	9	9	10	16	23	14	c("ENST00000491614", "ENST00000537776")	NUDT5
194	ENSG00000166004	E045	8.69050323795022	0.104792080672646	16.0434869646275	6.19041931905098e-05	0.0467748083747492	7.45471853124922	2.7404275273844	-2.98986163206925	11	93463397	93463522	126	+	12	14	21	2	4	1	c("ENST00000344196", "ENST00000411936", "ENST00000325212", "ENST00000531700")	KIAA1731
195	ENSG00000166164	E009	37.0358211954687	0.00443868713191384	14.9792571603792	0.000108699483529882	0.0643747719702753	11.6323680180742	9.23230724119393	-0.771026855061207	16	50353841	50353941	101	-	52	43	57	23	28	25	c("ENST00000394688", "ENST00000394689", "ENST00000569774")	BRD7
196	ENSG00000166887	E040	15.1424709273817	0.00457127930399046	19.4057715181888	1.05687182114254e-05	0.0154390653957359	5.28043721623609	8.23886119689696	1.36834565506733	15	42470769	42471301	533	-	8	9	6	18	26	25	ENST00000568029	VPS39
197	ENSG00000167460	E014	72.7828954682153	0.00281356516129499	17.1784753696779	3.40270107968825e-05	0.0318638235634875	11.8189107298425	14.4977376278168	0.733649604617672	19	16190866	16191252	387	+	38	37	30	78	124	137	ENST00000590180	TPM4
198	ENSG00000167522	E020	229.244072816881	0.00245951958263964	18.9531349620322	1.33968967392335e-05	0.017899887811511	21.7190529758911	20.445315796431	-0.276940751161376	16	89365284	89367052	1769	-	279	294	218	151	243	240	ENST00000567736	ANKRD11
199	ENSG00000167858	E001	6.91757168891621	0.0496667293218609	15.5580585278171	8.00098808778823e-05	0.0545679011790483	3.44475102275305	3.63011303695933	0.154037946226047	17	6692452	6692649	198	-	2	1	0	4	22	14	ENST00000571744	TEKT1
